Gene,B cells,Cytotoxic T cells,CD4 T cells,Tfh,other
LARP1,1,1,1,1,1
FAXDC2,1,1,1,1,1
CNOT8,1,1,1,1,1
GEMIN5,1,1,1,1,1
MRPL22,1,1,1,1,1
KIF4B,1,1,1,1,1
SGCD,1,1,1,1,1
AC116577.1,1,1,1,1,1
CTC-341I23.2,1,1,1,1,1
TIMD4,1,1,1,1,1
HAVCR1,1,1,1,1,1
HAVCR2,1,1,1,1,1
CTB-121L21.1,1,1,1,1,1
MED7,1,1,1,1,1
ITK,1,1,1,1,1
FAM71B,1,1,1,1,1
CTB-4E7.1,1,1,1,1,1
CTC-248O19.1,1,1,1,1,1
CYFIP2,1,1,1,1,1
FNDC9,1,1,1,1,1
CTB-47B11.3,1,1,1,1,1
ADAM19,1,1,1,1,1
NIPAL4,1,1,1,1,1
AC116811.1,1,1,1,1,1
SOX31,1,1,1,1,1
C5orf52,1,1,1,1,1
AC118694.3,1,1,1,1,1
THG1L,1,1,1,1,1
LSM11,1,1,1,1,1
CLINT1,1,1,1,1,1
CTC-436K13.5,1,1,1,1,1
CTC-436K13.1,1,1,1,1,1
CTC-436K13.6,1,1,1,1,1
CTC-436K13.3,1,1,1,1,1
CTC-436K13.2,1,1,1,1,1
RP11-524N5.1,1,1,1,1,1
RP11-542A14.1,1,1,1,1,1
RP11-542A14.2,1,1,1,1,1
RP11-32D16.1,1,1,1,1,1
EBF1,1,1,1,1,1
CTD-2363C16.1,1,1,1,1,1
CTD-2363C16.2,1,1,1,1,1
RP11-175K6.1,1,1,1,1,1
RNF145,1,1,1,1,1
CTB-11I22.1,1,1,1,1,1
CTB-11I22.2,1,1,1,1,1
UBLCP1,1,1,1,1,1
AC118697.1,1,1,1,1,1
IL12B,1,1,1,1,1
AC118713.1,1,1,1,1,1
AC118691.1,1,1,1,1,1
AC111343.1,1,1,1,1,1
ADRA1B,1,1,1,1,1
TTC1,1,1,1,1,1
PWWP2A,1,1,1,1,1
FABP6,1,1,1,1,1
CTB-127C13.1,1,1,1,1,1
CCNJL,1,1,1,1,1
C1QTNF2,1,1,1,1,1
ZBED8,1,1,1,1,1
SLU7,1,1,1,1,1
PTTG1,1,1,1,1,1
MIR3142HG,1,1,1,1,1
ATP11B,1,1,1,1,1
CTC-348L5.1,1,1,1,1,1
CTC-529G1.1,1,1,1,1,1
RP11-119J4.1,1,1,1,1,1
GABRB2,1,1,1,1,1
GABRA6,1,1,1,1,1
RP11-348M17.2,1,1,1,1,1
GABRA1,1,1,1,1,1
LINC11212,1,1,1,1,1
GABRG2,1,1,1,1,1
RP11-96G11.1,1,1,1,1,1
RP11-167P21.1,1,1,1,1,1
RP11-541P9.3,1,1,1,1,1
CCNG1,1,1,1,1,1
NUDCD2,1,1,1,1,1
HMMR,1,1,1,1,1
HMMR-AS1,1,1,1,1,1
MAT2B,1,1,1,1,1
CTC-217P7.1,1,1,1,1,1
CTB-32P11.1,1,1,1,1,1
CTC-341A15.2,1,1,1,1,1
CTD-2313P7.1,1,1,1,1,1
CTB-181F24.1,1,1,1,1,1
CTC-535M15.2,1,1,1,1,1
RP11-67M9.1,1,1,1,1,1
CTB-7E3.1,1,1,1,1,1
CTC-264O11.2,1,1,1,1,1
CTC-264O11.1,1,1,1,1,1
TENM2,1,1,1,1,1
CTB-181C19.1,1,1,1,1,1
CTC-286N12.1,1,1,1,1,1
CTB-115L4.2,1,1,1,1,1
CTB-78F1.1,1,1,1,1,1
CTC-353G13.1,1,1,1,1,1
CTB-77H17.1,1,1,1,1,1
CTB-178M22.1,1,1,1,1,1
CTB-178M22.2,1,1,1,1,1
WWC1,1,1,1,1,1
RARS,1,1,1,1,1
FBLL1,1,1,1,1,1
PANK3,1,1,1,1,1
CTC-558O2.2,1,1,1,1,1
SLIT3,1,1,1,1,1
CTC-558O2.1,1,1,1,1,1
CTB-174D11.2,1,1,1,1,1
CTB-174D11.1,1,1,1,1,1
SPDL1,1,1,1,1,1
DOCK2,1,1,1,1,1
CTB-37A13.1,1,1,1,1,1
FAM196B,1,1,1,1,1
FOXI1,1,1,1,1,1
LINC11187,1,1,1,1,1
LCP2,1,1,1,1,1
CTB-114C7.4,1,1,1,1,1
LINC11366,1,1,1,1,1
KCNIP1,1,1,1,1,1
KCNMB1,1,1,1,1,1
CTD-2271F17.1,1,1,1,1,1
CTB-147C13.1,1,1,1,1,1
CTC-265N9.1,1,1,1,1,1
CTC-455F18.1,1,1,1,1,1
GABRP,1,1,1,1,1
RANBP17,1,1,1,1,1
RP11-546B8.6,1,1,1,1,1
TLX3,1,1,1,1,1
NPM1,1,1,1,1,1
FGF18,1,1,1,1,1
CTB-78H18.1,1,1,1,1,1
SMIM23,1,1,1,1,1
FBXW11,1,1,1,1,1
STK11,1,1,1,1,1
EFCAB9,1,1,1,1,1
UBTD2,1,1,1,1,1
SH3PXD2B,1,1,1,1,1
CTB-54I1.1,1,1,1,1,1
NEURL1B,1,1,1,1,1
CTB-79E8.2,1,1,1,1,1
RP11-779O18.1,1,1,1,1,1
RP11-779O18.3,1,1,1,1,1
DUSP1,1,1,1,1,1
RP11-536N17.1,1,1,1,1,1
ERGIC1,1,1,1,1,1
CTC-318K21.1,1,1,1,1,1
CTC-318K21.2,1,1,1,1,1
RPL26L1,1,1,1,1,1
ATP6V1E1,1,1,1,1,1
CREBRF,1,1,1,1,1
CTC-219H22.3,1,1,1,1,1
BNIP1,1,1,1,1,1
NKX2-5,1,1,1,1,1
STC2,1,1,1,1,1
CTB-32H22.1,1,1,1,1,1
CTB-164N12.1,1,1,1,1,1
CTB-33O18.1,1,1,1,1,1
CTB-33O18.2,1,1,1,1,1
CTB-33O18.3,1,1,1,1,1
BOD1,1,1,1,1,1
CTB-43E15.1,1,1,1,1,1
CTB-43E15.2,1,1,1,1,1
LINC11484,1,1,1,1,1
LINC11485,1,1,1,1,1
CPEB4,1,1,1,1,1
C5orf47,1,1,1,1,1
HMP19,1,1,1,1,1
RP11-619L12.3,1,1,1,1,1
RP11-619L12.4,1,1,1,1,1
CTC-431J12.2,1,1,1,1,1
LINC11411,1,1,1,1,1
RP11-267A15.3,1,1,1,1,1
MSX2,1,1,1,1,1
CTD-2532K18.1,1,1,1,1,1
CTD-2532K18.2,1,1,1,1,1
CTC-281M21.1,1,1,1,1,1
CTC-281M21.4,1,1,1,1,1
DRD1,1,1,1,1,1
SFXN1,1,1,1,1,1
HRH2,1,1,1,1,1
CPLX2,1,1,1,1,1
THOC3,1,1,1,1,1
RP11-91H12.3,1,1,1,1,1
RP11-826N14.1,1,1,1,1,1
RP11-826N14.2,1,1,1,1,1
FAM153B,1,1,1,1,1
RP11-844P9.1,1,1,1,1,1
RP11-826N14.4,1,1,1,1,1
RP11-844P9.2,1,1,1,1,1
SIMC1,1,1,1,1,1
KIAA1191,1,1,1,1,1
RP11-843P14.2,1,1,1,1,1
RP11-843P14.1,1,1,1,1,1
ARL11,1,1,1,1,1
NOP16,1,1,1,1,1
HIGD2A,1,1,1,1,1
CLTB,1,1,1,1,1
FAF2,1,1,1,1,1
RNF44,1,1,1,1,1
CDHR2,1,1,1,1,1
GPRIN1,1,1,1,1,1
SNCB,1,1,1,1,1
EIF4E1B,1,1,1,1,1
TSPAN17,1,1,1,1,1
RP11-375B1.1,1,1,1,1,1
RP11-375B1.2,1,1,1,1,1
LINC11574,1,1,1,1,1
UNC5A,1,1,1,1,1
HK3,1,1,1,1,1
UIMC1,1,1,1,1,1
ZNF346,1,1,1,1,1
FGFR4,1,1,1,1,1
NSD1,1,1,1,1,1
RAB24,1,1,1,1,1
MXD3,1,1,1,1,1
PRELID1,1,1,1,1,1
LMAN2,1,1,1,1,1
RGS14,1,1,1,1,1
SLC34A1,1,1,1,1,1
PFN3,1,1,1,1,1
F12,1,1,1,1,1
GRK6,1,1,1,1,1
PRR7-AS1,1,1,1,1,1
PRR7,1,1,1,1,1
DBN1,1,1,1,1,1
PDLIM7,1,1,1,1,1
RP11-1334A24.6,1,1,1,1,1
DOK3,1,1,1,1,1
DDX41,1,1,1,1,1
FAM193B,1,1,1,1,1
RP11-1277A3.3,1,1,1,1,1
TMED9,1,1,1,1,1
B4GALT7,1,1,1,1,1
RP11-1277A3.1,1,1,1,1,1
RP11-1111H11.1,1,1,1,1,1
FAM153A,1,1,1,1,1
RP11-1126M7.2,1,1,1,1,1
RP11-1126M7.3,1,1,1,1,1
RP11-423H2.5,1,1,1,1,1
RP11-1252I4.2,1,1,1,1,1
RP11-423H2.3,1,1,1,1,1
RP11-423H2.4,1,1,1,1,1
PROP1,1,1,1,1,1
FAM153C,1,1,1,1,1
N4BP3,1,1,1,1,1
RMND5B,1,1,1,1,1
NHP2,1,1,1,1,1
HNRNPAB,1,1,1,1,1
PHYKPL,1,1,1,1,1
COL23A1,1,1,1,1,1
RP11-1259L22.1,1,1,1,1,1
CLK4,1,1,1,1,1
ZNF354A,1,1,1,1,1
ZNF354B,1,1,1,1,1
ZFP2,1,1,1,1,1
RP11-281O15.8,1,1,1,1,1
ZNF454,1,1,1,1,1
RP11-281O15.4,1,1,1,1,1
GRM6,1,1,1,1,1
ZNF879,1,1,1,1,1
ZNF354C,1,1,1,1,1
ADAMTS2,1,1,1,1,1
RP11-443C11.2,1,1,1,1,1
RP11-443C11.1,1,1,1,1,1
RP11-798K23.1,1,1,1,1,1
RP11-798K23.4,1,1,1,1,1
RUFY1,1,1,1,1,1
RP11-1379J22.2,1,1,1,1,1
HNRNPH1,1,1,1,1,1
RP11-1379J22.5,1,1,1,1,1
CBY3,1,1,1,1,1
CANX,1,1,1,1,1
MAML1,1,1,1,1,1
LTC4S,1,1,1,1,1
MGAT4B,1,1,1,1,1
SQSTM1,1,1,1,1,1
C5orf45,1,1,1,1,1
CTC-241N9.1,1,1,1,1,1
TBC1D9B,1,1,1,1,1
RNF131,1,1,1,1,1
CTC-563A5.2,1,1,1,1,1
RASGEF1C,1,1,1,1,1
MAPK9,1,1,1,1,1
CTB-129O4.1,1,1,1,1,1
GFPT2,1,1,1,1,1
CTC-573N18.1,1,1,1,1,1
CNOT6,1,1,1,1,1
SCGB3A1,1,1,1,1,1
FLT4,1,1,1,1,1
RP11-451H23.3,1,1,1,1,1
OR2Y1,1,1,1,1,1
MGAT1,1,1,1,1,1
LINC11847,1,1,1,1,1
ZFP62,1,1,1,1,1
BTNL8,1,1,1,1,1
BTNL3,1,1,1,1,1
BTNL9,1,1,1,1,1
OR2V1,1,1,1,1,1
OR2V2,1,1,1,1,1
CTC-338M12.2,1,1,1,1,1
CTC-338M12.5,1,1,1,1,1
TRIM7,1,1,1,1,1
CTC-338M12.6,1,1,1,1,1
CTC-338M12.1,1,1,1,1,1
TRIM41,1,1,1,1,1
CTC-338M12.7,1,1,1,1,1
GNB2L1,1,1,1,1,1
TRIM52,1,1,1,1,1
CTC-338M12.9,1,1,1,1,1
AC138135.2,1,1,1,1,1
AC138135.1,1,1,1,1,1
OR4F3,1,1,1,1,1
LINC11266-3,1,1,1,1,1
RP3-416J7.4,1,1,1,1,1
RP3-416J7.5,1,1,1,1,1
DUSP22,1,1,1,1,1
IRF4,1,1,1,1,1
EXOC2,1,1,1,1,1
RP1-21B11.2,1,1,1,1,1
HUS1B,1,1,1,1,1
RP11-532F6.3,1,1,1,1,1
RP11-532F6.4,1,1,1,1,1
RP11-532F6.5,1,1,1,1,1
RP11-284J1.1,1,1,1,1,1
RP5-1177H22.2,1,1,1,1,1
RP5-1177H22.1,1,1,1,1,1
RP5-856G1.1,1,1,1,1,1
RP5-856G1.2,1,1,1,1,1
FOXQ1,1,1,1,1,1
LINC11394,1,1,1,1,1
RP4-668J24.2,1,1,1,1,1
FOXF2,1,1,1,1,1
RP11-157J24.2,1,1,1,1,1
FOXCUT,1,1,1,1,1
FOXC1,1,1,1,1,1
GMDS,1,1,1,1,1
GMDS-AS1,1,1,1,1,1
RP1-136B1.1,1,1,1,1,1
LINC11611,1,1,1,1,1
RP11-145H9.3,1,1,1,1,1
MYLK4,1,1,1,1,1
WRNIP1,1,1,1,1,1
SERPINB1,1,1,1,1,1
SERPINB9P1,1,1,1,1,1
SERPINB9,1,1,1,1,1
RP1-91J21.2,1,1,1,1,1
SERPINB6,1,1,1,1,1
LINC11111,1,1,1,1,1
NQO2,1,1,1,1,1
RP1-91J21.8,1,1,1,1,1
RP1-41E16.2,1,1,1,1,1
RIPK1,1,1,1,1,1
RP1-41E16.12,1,1,1,1,1
BPHL,1,1,1,1,1
RP1-41E16.11,1,1,1,1,1
TUBB2A,1,1,1,1,1
RP1-41E16.9,1,1,1,1,1
TUBB2B,1,1,1,1,1
PSMG4,1,1,1,1,1
SLC22A23,1,1,1,1,1
RP11-516K6.4,1,1,1,1,1
RP1-223B1.1,1,1,1,1,1
PXDC1,1,1,1,1,1
RP11-421L9.5,1,1,1,1,1
FAM51B,1,1,1,1,1
RP1-141K8.1,1,1,1,1,1
RP1-141K8.5,1,1,1,1,1
RP3-416P24.4,1,1,1,1,1
RP3-416P24.3,1,1,1,1,1
PRPF4B,1,1,1,1,1
FAM217A,1,1,1,1,1
C6orf211,1,1,1,1,1
ECI2,1,1,1,1,1
RP3-411B16.4,1,1,1,1,1
RP3-411B16.1,1,1,1,1,1
RP3-411B16.3,1,1,1,1,1
RP3-527G5.1,1,1,1,1,1
RP11-274H24.1,1,1,1,1,1
RP4-529N6.2,1,1,1,1,1
RP4-529N6.1,1,1,1,1,1
CDYL,1,1,1,1,1
RP3-431A16.1,1,1,1,1,1
RPP41,1,1,1,1,1
RP11-428J1.5,1,1,1,1,1
RP11-428J1.4,1,1,1,1,1
PPP1R3G,1,1,1,1,1
LYRM4,1,1,1,1,1
FARS2,1,1,1,1,1
RP1-232P21.1,1,1,1,1,1
RP1-256G22.2,1,1,1,1,1
RP3-381B8.4,1,1,1,1,1
NRN1,1,1,1,1,1
F13A1,1,1,1,1,1
LY86-AS1,1,1,1,1,1
LY86,1,1,1,1,1
RP1-81N2.3,1,1,1,1,1
RP1-81N2.2,1,1,1,1,1
RP3-471L22.1,1,1,1,1,1
RP3-429O6.1,1,1,1,1,1
RP11-556O15.1,1,1,1,1,1
RREB1,1,1,1,1,1
SSR1,1,1,1,1,1
RP11-69L16.4,1,1,1,1,1
CAGE1,1,1,1,1,1
RIOK1,1,1,1,1,1
RP3-512B11.3,1,1,1,1,1
DSP,1,1,1,1,1
SNRNP48,1,1,1,1,1
BMP6,1,1,1,1,1
TXNDC5,1,1,1,1,1
BLOC1S5-TXNDC5,1,1,1,1,1
BLOC1S5,1,1,1,1,1
EEF1E1-BLOC1S5,1,1,1,1,1
BLOC1S5-1,1,1,1,1,1
EEF1E1,1,1,1,1,1
RP11-213H2.1,1,1,1,1,1
RP11-213H2.2,1,1,1,1,1
SLC35B3,1,1,1,1,1
HULC,1,1,1,1,1
RP11-314C16.1,1,1,1,1,1
RP11-354I11.1,1,1,1,1,1
OFCC1,1,1,1,1,1
TFAP2A,1,1,1,1,1
TFAP2A-AS1,1,1,1,1,1
RP1-291I11.3,1,1,1,1,1
LINC11518,1,1,1,1,1
MIR5689HG,1,1,1,1,1
RP1-291I11.5,1,1,1,1,1
GCNT2,1,1,1,1,1
RP11-361O19.4,1,1,1,1,1
C6orf52,1,1,1,1,1
PAK1IP1,1,1,1,1,1
TMEM14C,1,1,1,1,1
RP11-421M1.8,1,1,1,1,1
TMEM14B,1,1,1,1,1
RP11-637O19.3,1,1,1,1,1
MAK,1,1,1,1,1
GCM2,1,1,1,1,1
RP11-637O19.2,1,1,1,1,1
SYCP2L,1,1,1,1,1
ELOVL2,1,1,1,1,1
ELOVL2-AS1,1,1,1,1,1
SMIM13,1,1,1,1,1
ERVFRD-1,1,1,1,1,1
RP3-511L9.1,1,1,1,1,1
NEDD9,1,1,1,1,1
RP11-716O23.1,1,1,1,1,1
RP11-716O23.2,1,1,1,1,1
TMEM171B,1,1,1,1,1
RP11-679B17.2,1,1,1,1,1
ADTRP,1,1,1,1,1
RP3-413H6.2,1,1,1,1,1
RP11-456H18.1,1,1,1,1,1
RP11-456H18.2,1,1,1,1,1
HIVEP1,1,1,1,1,1
EDN1,1,1,1,1,1
RP11-125M16.1,1,1,1,1,1
PHACTR1,1,1,1,1,1
RP1-257A7.4,1,1,1,1,1
TBC1D7,1,1,1,1,1
RP1-257A7.5,1,1,1,1,1
GFOD1,1,1,1,1,1
GFOD1-AS1,1,1,1,1,1
SIRT5,1,1,1,1,1
RP1-223E5.4,1,1,1,1,1
NOL7,1,1,1,1,1
RANBP9,1,1,1,1,1
MCUR1,1,1,1,1,1
RP3-511L14.2,1,1,1,1,1
RNF182,1,1,1,1,1
RP3-381E11.2,1,1,1,1,1
CD83,1,1,1,1,1
RP11-359N11.1,1,1,1,1,1
LINC11118,1,1,1,1,1
RP3-448I9.2,1,1,1,1,1
RP3-448I9.1,1,1,1,1,1
RP11-331A16.1,1,1,1,1,1
RP11-146I2.1,1,1,1,1,1
RP11-561J1.2,1,1,1,1,1
JARID2,1,1,1,1,1
JARID2-AS1,1,1,1,1,1
DTNBP1,1,1,1,1,1
RP11-411E14.2,1,1,1,1,1
MYLIP,1,1,1,1,1
GMPR,1,1,1,1,1
RP3-467D16.3,1,1,1,1,1
ATXN1,1,1,1,1,1
RP1-151F17.1,1,1,1,1,1
RP1-151F17.2,1,1,1,1,1
STMND1,1,1,1,1,1
RBM24,1,1,1,1,1
CAP2,1,1,1,1,1
FAM8A1,1,1,1,1,1
NUP153,1,1,1,1,1
RP11-511C11.3,1,1,1,1,1
KIF13A,1,1,1,1,1
NHLRC1,1,1,1,1,1
TPMT,1,1,1,1,1
KDM1B,1,1,1,1,1
DEK,1,1,1,1,1
RNF144B,1,1,1,1,1
RP11-686D16.1,1,1,1,1,1
RP1-167F1.2,1,1,1,1,1
RP3-471C18.2,1,1,1,1,1
RP3-471C18.1,1,1,1,1,1
RP4-625H18.2,1,1,1,1,1
ID4,1,1,1,1,1
MBOAT1,1,1,1,1,1
RP11-239H6.2,1,1,1,1,1
E2F3,1,1,1,1,1
CDKAL1,1,1,1,1,1
RP3-348I23.2,1,1,1,1,1
RP1-135L22.1,1,1,1,1,1
LINC11581,1,1,1,1,1
RP11-214E9.1,1,1,1,1,1
SOX4,1,1,1,1,1
CASC15,1,1,1,1,1
NBAT1,1,1,1,1,1
RP11-524C21.2,1,1,1,1,1
RP3-414K8.2,1,1,1,1,1
PRL,1,1,1,1,1
HDGFL1,1,1,1,1,1
RP1-319H15.2,1,1,1,1,1
RP1-219A6.1,1,1,1,1,1
RP11-439H9.1,1,1,1,1,1
NRSN1,1,1,1,1,1
DCDC2,1,1,1,1,1
KAAG1,1,1,1,1,1
MRS2,1,1,1,1,1
GPLD1,1,1,1,1,1
ALDH5A1,1,1,1,1,1
KIAA1319,1,1,1,1,1
TDP2,1,1,1,1,1
ACOT13,1,1,1,1,1
RP1-31M3.5,1,1,1,1,1
C6orf62,1,1,1,1,1
RP1-31M3.6,1,1,1,1,1
RP3-369A17.4,1,1,1,1,1
GMNN,1,1,1,1,1
C6orf229,1,1,1,1,1
RP3-369A17.6,1,1,1,1,1
FAM65B,1,1,1,1,1
RP11-367G6.3,1,1,1,1,1
RP3-425P12.5,1,1,1,1,1
RP3-425P12.1,1,1,1,1,1
RP3-425P12.2,1,1,1,1,1
RP3-522P13.3,1,1,1,1,1
LRRC16A,1,1,1,1,1
SCGN,1,1,1,1,1
HIST1H2AA,1,1,1,1,1
HIST1H2BA,1,1,1,1,1
SLC17A4,1,1,1,1,1
SLC17A1,1,1,1,1,1
SLC17A3,1,1,1,1,1
SLC17A2,1,1,1,1,1
TRIM38,1,1,1,1,1
U91328.21,1,1,1,1,1
U91328.19,1,1,1,1,1
U91328.22,1,1,1,1,1
HIST1H1A,1,1,1,1,1
HIST1H3A,1,1,1,1,1
HIST1H4A,1,1,1,1,1
HIST1H4B,1,1,1,1,1
HIST1H3B,1,1,1,1,1
HIST1H2AB,1,1,1,1,1
HIST1H2BB,1,1,1,1,1
HIST1H3C,1,1,1,1,1
HIST1H1C,1,1,1,1,1
HFE,1,1,1,1,1
HIST1H4C,1,1,1,1,1
HIST1H1T,1,1,1,1,1
HIST1H2BC,1,1,1,1,1
HIST1H2AC,1,1,1,1,1
HIST1H1E,1,1,1,1,1
HIST1H2BD,1,1,1,1,1
RP1-221C16.8,1,1,1,1,1
HIST1H2BE,1,1,1,1,1
HIST1H4D,1,1,1,1,1
RP1-34B21.21,1,1,1,1,1
HIST1H3D,1,1,1,1,1
HIST1H2AD,1,1,1,1,1
HIST1H2BF,1,1,1,1,1
HIST1H4E,1,1,1,1,1
HIST1H2BG,1,1,1,1,1
HIST1H2AE,1,1,1,1,1
HIST1H3E,1,1,1,1,1
HIST1H1D,1,1,1,1,1
HIST1H4F,1,1,1,1,1
HIST1H4G,1,1,1,1,1
HIST1H3F,1,1,1,1,1
HIST1H2BH,1,1,1,1,1
HIST1H3G,1,1,1,1,1
HIST1H2BI,1,1,1,1,1
HIST1H4H,1,1,1,1,1
BTN3A2,1,1,1,1,1
BTN2A2,1,1,1,1,1
BTN3A1,1,1,1,1,1
BTN3A3,1,1,1,1,1
BTN2A1,1,1,1,1,1
BTN1A1,1,1,1,1,1
HCG11,1,1,1,1,1
CTA-14H9.5,1,1,1,1,1
HMGN4,1,1,1,1,1
ABT1,1,1,1,1,1
RP11-457M11.7,1,1,1,1,1
ZNF322,1,1,1,1,1
RP11-457M11.5,1,1,1,1,1
LINC11241,1,1,1,1,1
RP11-239L21.6,1,1,1,1,1
RP1-86C11.7,1,1,1,1,1
HIST1H2BJ,1,1,1,1,1
HIST1H2AG,1,1,1,1,1
HIST1H4I,1,1,1,1,1
HIST1H2BK,1,1,1,1,1
HIST1H2AH,1,1,1,1,1
PRSS16,1,1,1,1,1
POM121L2,1,1,1,1,1
ZNF391,1,1,1,1,1
RP1-153G14.4,1,1,1,1,1
ZNF184,1,1,1,1,1
LINC11112,1,1,1,1,1
HIST1H2BL,1,1,1,1,1
HIST1H2AI,1,1,1,1,1
HIST1H3H,1,1,1,1,1
HIST1H2AJ,1,1,1,1,1
HIST1H2BM,1,1,1,1,1
HIST1H4J,1,1,1,1,1
HIST1H4K,1,1,1,1,1
HIST1H2BN,1,1,1,1,1
HIST1H2AK,1,1,1,1,1
HIST1H2AL,1,1,1,1,1
HIST1H1B,1,1,1,1,1
HIST1H3I,1,1,1,1,1
HIST1H4L,1,1,1,1,1
HIST1H3J,1,1,1,1,1
HIST1H2AM,1,1,1,1,1
HIST1H2BO,1,1,1,1,1
OR2B2,1,1,1,1,1
OR2B6,1,1,1,1,1
RP1-313I6.12,1,1,1,1,1
ZNF165,1,1,1,1,1
ZSCAN16-AS1,1,1,1,1,1
ZSCAN16,1,1,1,1,1
RP1-265C24.8,1,1,1,1,1
ZKSCAN8,1,1,1,1,1
ZSCAN9,1,1,1,1,1
ZKSCAN4,1,1,1,1,1
NKAPL,1,1,1,1,1
ZSCAN26,1,1,1,1,1
RP5-874C21.8,1,1,1,1,1
PGBD1,1,1,1,1,1
ZSCAN31,1,1,1,1,1
ZKSCAN3,1,1,1,1,1
ZSCAN12,1,1,1,1,1
ZSCAN23,1,1,1,1,1
GPX6,1,1,1,1,1
GPX5,1,1,1,1,1
ZBED9,1,1,1,1,1
RP5-1186N24.3,1,1,1,1,1
LINC11533,1,1,1,1,1
XXbac-BPG318K3.5,1,1,1,1,1
LINC11623,1,1,1,1,1
HCG14,1,1,1,1,1
TRIM27,1,1,1,1,1
LINC11556,1,1,1,1,1
HCG15,1,1,1,1,1
HCG16,1,1,1,1,1
ZNF311,1,1,1,1,1
XXbac-BPG258E24.11,1,1,1,1,1
OR2W1,1,1,1,1,1
OR2B3,1,1,1,1,1
OR2J3,1,1,1,1,1
XXbac-BCX196D17.5,1,1,1,1,1
OR2J2,1,1,1,1,1
XXbac-BPG318J9.3,1,1,1,1,1
OR14J1,1,1,1,1,1
OR5V1,1,1,1,1,1
OR12D3,1,1,1,1,1
OR12D2,1,1,1,1,1
OR11A1,1,1,1,1,1
OR11C1,1,1,1,1,1
OR2H1,1,1,1,1,1
MAS1L,1,1,1,1,1
XXbac-BPG13B8.11,1,1,1,1,1
LINC11115,1,1,1,1,1
UBD,1,1,1,1,1
GABBR1,1,1,1,1,1
OR2H2,1,1,1,1,1
MOG,1,1,1,1,1
ZFP57,1,1,1,1,1
HLA-F,1,1,1,1,1
XXbac-BPG171G13.32,1,1,1,1,1
HLA-G,1,1,1,1,1
HCP5B,1,1,1,1,1
HLA-A,1,1,1,1,1
HCG9,1,1,1,1,1
ZNRD1-AS1,1,1,1,1,1
ZNRD1,1,1,1,1,1
PPP1R11,1,1,1,1,1
RNF39,1,1,1,1,1
TRIM31,1,1,1,1,1
TRIM31-AS1,1,1,1,1,1
TRIM41,1,1,1,1,1
TRIM11,1,1,1,1,1
TRIM15,1,1,1,1,1
TRIM26,1,1,1,1,1
HCG17,1,1,1,1,1
HCG18,1,1,1,1,1
TRIM39,1,1,1,1,1
TRIM39-RPP21,1,1,1,1,1
RPP21,1,1,1,1,1
HLA-E,1,1,1,1,1
XXbac-BPG249D21.9,1,1,1,1,1
GNL1,1,1,1,1,1
PRR3,1,1,1,1,1
ABCF1,1,1,1,1,1
PPP1R11,1,1,1,1,1
MRPS18B,1,1,1,1,1
ATAT1,1,1,1,1,1
C6orf136,1,1,1,1,1
DHX16,1,1,1,1,1
PPP1R18,1,1,1,1,1
NRM,1,1,1,1,1
MDC1,1,1,1,1,1
MDC1-AS1,1,1,1,1,1
TUBB,1,1,1,1,1
XXbac-BPG252P9.9,1,1,1,1,1
FLOT1,1,1,1,1,1
XXbac-BPG252P9.11,1,1,1,1,1
IER3,1,1,1,1,1
HCG21,1,1,1,1,1
LINC11243,1,1,1,1,1
XXbac-BPG27H4.8,1,1,1,1,1
DDR1-AS1,1,1,1,1,1
DDR1,1,1,1,1,1
GTF2H4,1,1,1,1,1
VARS2,1,1,1,1,1
SFTA2,1,1,1,1,1
DPCR1,1,1,1,1,1
HCG21,1,1,1,1,1
MUC21,1,1,1,1,1
MUC22,1,1,1,1,1
HCG22,1,1,1,1,1
C6orf15,1,1,1,1,1
PSORS1C1,1,1,1,1,1
CDSN,1,1,1,1,1
PSORS1C2,1,1,1,1,1
CCHCR1,1,1,1,1,1
TCF19,1,1,1,1,1
POU5F1,1,1,1,1,1
XXbac-BPG299F13.17,1,1,1,1,1
HCG27,1,1,1,1,1
XXbac-BPG299F13.14,1,1,1,1,1
HLA-C,1,1,1,1,1
XXbac-BPG248L24.13,1,1,1,1,1
HLA-B,1,1,1,1,1
XXbac-BPG181B23.7,1,1,1,1,1
MICA,1,1,1,1,1
LINC11149,1,1,1,1,1
MICB,1,1,1,1,1
MCCD1,1,1,1,1,1
ATP6V1G2-DDX39B,1,1,1,1,1
DDX39B,1,1,1,1,1
DDX39B-AS1,1,1,1,1,1
ATP6V1G2,1,1,1,1,1
NFKBIL1,1,1,1,1,1
LTA,1,1,1,1,1
TNF,1,1,1,1,1
LTB,1,1,1,1,1
LST1,1,1,1,1,1
NCR3,1,1,1,1,1
AIF1,1,1,1,1,1
PRRC2A,1,1,1,1,1
BAG6,1,1,1,1,1
APOM,1,1,1,1,1
C6orf47,1,1,1,1,1
C6orf47-AS1,1,1,1,1,1
GPANK1,1,1,1,1,1
CSNK2B,1,1,1,1,1
XXbac-BPG32J3.22,1,1,1,1,1
LY6G5B,1,1,1,1,1
LY6G5C,1,1,1,1,1
ABHD16A,1,1,1,1,1
XXbac-BPG32J3.21,1,1,1,1,1
LY6G6F,1,1,1,1,1
XXbac-BPG32J3.19,1,1,1,1,1
LY6G6E,1,1,1,1,1
LY6G6D,1,1,1,1,1
C6orf25,1,1,1,1,1
