Gene,B cells,Cytotoxic T cells,CD4 T cells,Tfh,other
AY269186.2,1,1,1,1,1
CHL1,1,1,1,1,1
CHL1-AS1,1,1,1,1,1
LINC01266,1,1,1,1,1
AC090044.2,1,1,1,1,1
AC087430.1,1,1,1,1,1
CNTN6,1,1,1,1,1
RP11-204C23.1,1,1,1,1,1
CNTN4,1,1,1,1,1
CNTN4-AS2,1,1,1,1,1
CNTN4-AS1,1,1,1,1,1
IL5RA,1,1,1,1,1
TRNT1,1,1,1,1,1
AC024060.1,1,1,1,1,1
CRBN,1,1,1,1,1
RP11-97C16.1,1,1,1,1,1
AC026188.1,1,1,1,1,1
SUMF1,1,1,1,1,1
LRRN1,1,1,1,1,1
SETMAR,1,1,1,1,1
ITPR1-AS1,1,1,1,1,1
ITPR1,1,1,1,1,1
EGOT,1,1,1,1,1
AC018816.3,1,1,1,1,1
BHLHE40-AS1,1,1,1,1,1
BHLHE40,1,1,1,1,1
ARL8B,1,1,1,1,1
AC026202.3,1,1,1,1,1
RP11-572B2.1,1,1,1,1,1
EDEM1,1,1,1,1,1
AC026202.5,1,1,1,1,1
AC027119.1,1,1,1,1,1
AC026167.1,1,1,1,1,1
AC069277.2,1,1,1,1,1
GRM7-AS3,1,1,1,1,1
GRM7,1,1,1,1,1
GRM7-AS2,1,1,1,1,1
GRM7-AS1,1,1,1,1,1
RP11-157E16.1,1,1,1,1,1
LMCD1-AS1,1,1,1,1,1
AC018832.1,1,1,1,1,1
AC023481.1,1,1,1,1,1
LMCD1,1,1,1,1,1
AC034187.2,1,1,1,1,1
SSUH2,1,1,1,1,1
CAV3,1,1,1,1,1
OXTR,1,1,1,1,1
RAD18,1,1,1,1,1
SRGAP3,1,1,1,1,1
SRGAP3-AS1,1,1,1,1,1
SRGAP3-AS2,1,1,1,1,1
SRGAP3-AS3,1,1,1,1,1
SRGAP3-AS4,1,1,1,1,1
RP11-380O24.1,1,1,1,1,1
THUMPD3-AS1,1,1,1,1,1
THUMPD3,1,1,1,1,1
SETD5,1,1,1,1,1
LHFPL4,1,1,1,1,1
MTMR14,1,1,1,1,1
CPNE9,1,1,1,1,1
BRPF1,1,1,1,1,1
OGG1,1,1,1,1,1
CAMK1,1,1,1,1,1
TADA3,1,1,1,1,1
ARPC4,1,1,1,1,1
ARPC4-TTLL3,1,1,1,1,1
TTLL3,1,1,1,1,1
RP11-266J6.2,1,1,1,1,1
RPUSD3,1,1,1,1,1
CIDEC,1,1,1,1,1
JAGN1,1,1,1,1,1
IL17RE,1,1,1,1,1
IL17RC,1,1,1,1,1
CRELD1,1,1,1,1,1
PRRT3,1,1,1,1,1
PRRT3-AS1,1,1,1,1,1
RP11-1020A11.2,1,1,1,1,1
EMC3,1,1,1,1,1
AC022007.5,1,1,1,1,1
FANCD2,1,1,1,1,1
FANCD2OS,1,1,1,1,1
BRK1,1,1,1,1,1
VHL,1,1,1,1,1
IRAK2,1,1,1,1,1
TATDN2,1,1,1,1,1
RP11-438J1.1,1,1,1,1,1
LINC00852,1,1,1,1,1
GHRL,1,1,1,1,1
GHRLOS,1,1,1,1,1
SEC13,1,1,1,1,1
ATP2B2,1,1,1,1,1
LINC00606,1,1,1,1,1
AC018495.3,1,1,1,1,1
SLC6A11,1,1,1,1,1
SLC6A1,1,1,1,1,1
SLC6A1-AS1,1,1,1,1,1
HRH1,1,1,1,1,1
ATG7,1,1,1,1,1
VGLL4,1,1,1,1,1
RP11-169K17.4,1,1,1,1,1
RP11-169K17.3,1,1,1,1,1
TAMM41,1,1,1,1,1
SYN2,1,1,1,1,1
TIMP4,1,1,1,1,1
PPARG,1,1,1,1,1
TSEN2,1,1,1,1,1
MKRN2OS,1,1,1,1,1
MKRN2,1,1,1,1,1
RAF1,1,1,1,1,1
TMEM40,1,1,1,1,1
CAND2,1,1,1,1,1
RP11-767C1.2,1,1,1,1,1
RPL32,1,1,1,1,1
RP11-767C1.1,1,1,1,1,1
IQSEC1,1,1,1,1,1
NUP210,1,1,1,1,1
HDAC11-AS1,1,1,1,1,1
HDAC11,1,1,1,1,1
FBLN2,1,1,1,1,1
LINC00620,1,1,1,1,1
WNT7A,1,1,1,1,1
TPRXL,1,1,1,1,1
CHCHD4,1,1,1,1,1
TMEM43,1,1,1,1,1
RP11-434D12.1,1,1,1,1,1
AC093495.4,1,1,1,1,1
XPC,1,1,1,1,1
LSM3,1,1,1,1,1
RP11-536I6.2,1,1,1,1,1
LINC01267,1,1,1,1,1
SLC6A6,1,1,1,1,1
GRIP2,1,1,1,1,1
AC090952.5,1,1,1,1,1
CCDC174,1,1,1,1,1
C3orf20,1,1,1,1,1
AC090957.2,1,1,1,1,1
RP11-95M5.1,1,1,1,1,1
FGD5,1,1,1,1,1
FGD5-AS1,1,1,1,1,1
NR2C2,1,1,1,1,1
MRPS25,1,1,1,1,1
RBSN,1,1,1,1,1
CAPN7,1,1,1,1,1
SH3BP5-AS1,1,1,1,1,1
SH3BP5,1,1,1,1,1
METTL6,1,1,1,1,1
EAF1,1,1,1,1,1
EAF1-AS1,1,1,1,1,1
COLQ,1,1,1,1,1
HACL1,1,1,1,1,1
BTD,1,1,1,1,1
ANKRD28,1,1,1,1,1
GALNT15,1,1,1,1,1
DPH3,1,1,1,1,1
OXNAD1,1,1,1,1,1
RFTN1,1,1,1,1,1
RP11-415F23.2,1,1,1,1,1
RP11-415F23.3,1,1,1,1,1
RP11-415F23.4,1,1,1,1,1
RP11-194G10.3,1,1,1,1,1
LINC00690,1,1,1,1,1
DAZL,1,1,1,1,1
AC091493.2,1,1,1,1,1
PLCL2,1,1,1,1,1
PLCL2-AS1,1,1,1,1,1
TBC1D5,1,1,1,1,1
AC132807.1,1,1,1,1,1
RP11-320G10.1,1,1,1,1,1
SATB1,1,1,1,1,1
KCNH8,1,1,1,1,1
EFHB,1,1,1,1,1
RAB5A,1,1,1,1,1
PP2D1,1,1,1,1,1
KAT2B,1,1,1,1,1
SGOL1,1,1,1,1,1
RP11-669C19.1,1,1,1,1,1
RP11-901H12.1,1,1,1,1,1
ZNF385D,1,1,1,1,1
ZNF385D-AS1,1,1,1,1,1
ZNF385D-AS2,1,1,1,1,1
UBE2E2-AS1,1,1,1,1,1
UBE2E2,1,1,1,1,1
UBE2E1-AS1,1,1,1,1,1
UBE2E1,1,1,1,1,1
NKIRAS1,1,1,1,1,1
RPL15,1,1,1,1,1
NR1D2,1,1,1,1,1
LINC00691,1,1,1,1,1
THRB,1,1,1,1,1
RP11-317L10.1,1,1,1,1,1
AC133680.1,1,1,1,1,1
RARB,1,1,1,1,1
TOP2B,1,1,1,1,1
NGLY1,1,1,1,1,1
OXSM,1,1,1,1,1
AC099754.1,1,1,1,1,1
LRRC3B,1,1,1,1,1
AC114877.3,1,1,1,1,1
NEK10,1,1,1,1,1
SLC4A7,1,1,1,1,1
RP11-222K16.1,1,1,1,1,1
RP11-222K16.2,1,1,1,1,1
EOMES,1,1,1,1,1
AC098973.2,1,1,1,1,1
AC098973.1,1,1,1,1,1
AC092415.1,1,1,1,1,1
CMC1,1,1,1,1,1
AZI2,1,1,1,1,1
ZCWPW2,1,1,1,1,1
LINC00693,1,1,1,1,1
RBMS3-AS3,1,1,1,1,1
RBMS3,1,1,1,1,1
RBMS3-AS2,1,1,1,1,1
RBMS3-AS1,1,1,1,1,1
AC116035.1,1,1,1,1,1
AC116035.2,1,1,1,1,1
TGFBR2,1,1,1,1,1
GADL1,1,1,1,1,1
STT3B,1,1,1,1,1
OSBPL10,1,1,1,1,1
OSBPL10-AS1,1,1,1,1,1
ZNF860,1,1,1,1,1
GPD1L,1,1,1,1,1
CMTM8,1,1,1,1,1
CMTM7,1,1,1,1,1
CMTM6,1,1,1,1,1
DYNC1LI1,1,1,1,1,1
CNOT10,1,1,1,1,1
CNOT10-AS1,1,1,1,1,1
TRIM71,1,1,1,1,1
CCR4,1,1,1,1,1
GLB1,1,1,1,1,1
TMPPE,1,1,1,1,1
CRTAP,1,1,1,1,1
RP11-627J17.1,1,1,1,1,1
SUSD5,1,1,1,1,1
FBXL2,1,1,1,1,1
UBP1,1,1,1,1,1
CLASP2,1,1,1,1,1
RP11-10C24.2,1,1,1,1,1
RP11-10C24.3,1,1,1,1,1
RP11-10C24.1,1,1,1,1,1
PDCD6IP,1,1,1,1,1
AC018359.1,1,1,1,1,1
AC123023.1,1,1,1,1,1
AC018359.3,1,1,1,1,1
ARPP21,1,1,1,1,1
ARPP21-AS1,1,1,1,1,1
STAC,1,1,1,1,1
DCLK3,1,1,1,1,1
RP11-640L9.1,1,1,1,1,1
TRANK1,1,1,1,1,1
RP11-129K12.1,1,1,1,1,1
EPM2AIP1,1,1,1,1,1
MLH1,1,1,1,1,1
LRRFIP2,1,1,1,1,1
RP11-285J16.1,1,1,1,1,1
RP11-259K5.1,1,1,1,1,1
RP11-259K5.2,1,1,1,1,1
GOLGA4,1,1,1,1,1
C3orf35,1,1,1,1,1
ITGA9,1,1,1,1,1
CTDSPL,1,1,1,1,1
VILL,1,1,1,1,1
PLCD1,1,1,1,1,1
DLEC1,1,1,1,1,1
ACAA1,1,1,1,1,1
MYD88,1,1,1,1,1
OXSR1,1,1,1,1,1
SLC22A13,1,1,1,1,1
SLC22A14,1,1,1,1,1
XYLB,1,1,1,1,1
ACVR2B-AS1,1,1,1,1,1
ACVR2B,1,1,1,1,1
EXOG,1,1,1,1,1
SCN5A,1,1,1,1,1
SCN10A,1,1,1,1,1
RP11-134J21.1,1,1,1,1,1
SCN11A,1,1,1,1,1
WDR48,1,1,1,1,1
GORASP1,1,1,1,1,1
TTC21A,1,1,1,1,1
CSRNP1,1,1,1,1,1
XIRP1,1,1,1,1,1
CX3CR1,1,1,1,1,1
CCR8,1,1,1,1,1
SLC25A38,1,1,1,1,1
RPSA,1,1,1,1,1
MOBP,1,1,1,1,1
MYRIP,1,1,1,1,1
EIF1B,1,1,1,1,1
ENTPD3-AS1,1,1,1,1,1
ENTPD3,1,1,1,1,1
RPL14,1,1,1,1,1
ZNF619,1,1,1,1,1
ZNF620,1,1,1,1,1
ZNF621,1,1,1,1,1
RP11-528N21.1,1,1,1,1,1
RP11-761N21.1,1,1,1,1,1
RP11-520A21.1,1,1,1,1,1
RP11-372H2.1,1,1,1,1,1
CTNNB1,1,1,1,1,1
ULK4,1,1,1,1,1
TRAK1,1,1,1,1,1
CCK,1,1,1,1,1
RP11-333B11.1,1,1,1,1,1
LYZL4,1,1,1,1,1
VIPR1,1,1,1,1,1
VIPR1-AS1,1,1,1,1,1
SEC22C,1,1,1,1,1
SS18L2,1,1,1,1,1
NKTR,1,1,1,1,1
RP4-613B23.1,1,1,1,1,1
ZBTB47,1,1,1,1,1
KLHL40,1,1,1,1,1
CCDC13,1,1,1,1,1
HHATL,1,1,1,1,1
HHATL-AS1,1,1,1,1,1
CCDC13-AS1,1,1,1,1,1
RP4-613B23.5,1,1,1,1,1
RP11-70C1.1,1,1,1,1,1
HIGD1A,1,1,1,1,1
RP11-70C1.3,1,1,1,1,1
ACKR2,1,1,1,1,1
RP11-136C24.3,1,1,1,1,1
KRBOX1,1,1,1,1,1
CYP8B1,1,1,1,1,1
ZNF662,1,1,1,1,1
KRBOX1-AS1,1,1,1,1,1
FAM198A,1,1,1,1,1
POMGNT2,1,1,1,1,1
RP11-136C24.2,1,1,1,1,1
SNRK,1,1,1,1,1
RP11-188P20.3,1,1,1,1,1
SNRK-AS1,1,1,1,1,1
ANO10,1,1,1,1,1
ABHD5,1,1,1,1,1
RP4-672N11.1,1,1,1,1,1
RP4-555D20.3,1,1,1,1,1
RP4-555D20.4,1,1,1,1,1
RP4-555D20.2,1,1,1,1,1
TOPAZ1,1,1,1,1,1
RP11-424N24.2,1,1,1,1,1
TCAIM,1,1,1,1,1
LINC00694,1,1,1,1,1
RP11-101C21.4,1,1,1,1,1
ZNF445,1,1,1,1,1
ZNF852,1,1,1,1,1
ZKSCAN7,1,1,1,1,1
RP11-944L7.4,1,1,1,1,1
ZNF660,1,1,1,1,1
ZNF197,1,1,1,1,1
ZNF197-AS1,1,1,1,1,1
ZNF35,1,1,1,1,1
RP11-348P10.2,1,1,1,1,1
ZNF502,1,1,1,1,1
ZNF501,1,1,1,1,1
KIAA1143,1,1,1,1,1
KIF15,1,1,1,1,1
TMEM42,1,1,1,1,1
TGM4,1,1,1,1,1
RP11-272D20.2,1,1,1,1,1
ZDHHC3,1,1,1,1,1
EXOSC7,1,1,1,1,1
CLEC3B,1,1,1,1,1
CDCP1,1,1,1,1,1
TMEM158,1,1,1,1,1
LARS2,1,1,1,1,1
LARS2-AS1,1,1,1,1,1
LIMD1,1,1,1,1,1
LIMD1-AS1,1,1,1,1,1
SACM1L,1,1,1,1,1
SLC6A20,1,1,1,1,1
LZTFL1,1,1,1,1,1
CCR9,1,1,1,1,1
FYCO1,1,1,1,1,1
CXCR6,1,1,1,1,1
XCR1,1,1,1,1,1
CCR3,1,1,1,1,1
CCR1,1,1,1,1,1
CCR2,1,1,1,1,1
RP11-24F11.2,1,1,1,1,1
CCR5,1,1,1,1,1
CCRL2,1,1,1,1,1
LTF,1,1,1,1,1
RTP3,1,1,1,1,1
LRRC2,1,1,1,1,1
LRRC2-AS1,1,1,1,1,1
TDGF1,1,1,1,1,1
ALS2CL,1,1,1,1,1
TMIE,1,1,1,1,1
PRSS50,1,1,1,1,1
PRSS46,1,1,1,1,1
PRSS45,1,1,1,1,1
PRSS42,1,1,1,1,1
MYL3,1,1,1,1,1
PTH1R,1,1,1,1,1
CCDC12,1,1,1,1,1
NBEAL2,1,1,1,1,1
SETD2,1,1,1,1,1
KIF9-AS1,1,1,1,1,1
KIF9,1,1,1,1,1
KLHL18,1,1,1,1,1
RP11-708J19.1,1,1,1,1,1
PTPN23,1,1,1,1,1
SCAP,1,1,1,1,1
ELP6,1,1,1,1,1
CSPG5,1,1,1,1,1
SMARCC1,1,1,1,1,1
DHX30,1,1,1,1,1
MAP4,1,1,1,1,1
CDC25A,1,1,1,1,1
CAMP,1,1,1,1,1
ZNF589,1,1,1,1,1
NME6,1,1,1,1,1
SPINK8,1,1,1,1,1
FBXW12,1,1,1,1,1
PLXNB1,1,1,1,1,1
CCDC51,1,1,1,1,1
TMA7,1,1,1,1,1
RP11-24C3.2,1,1,1,1,1
ATRIP,1,1,1,1,1
ATRIP-1,1,1,1,1,1
TREX1,1,1,1,1,1
SHISA5,1,1,1,1,1
PFKFB4,1,1,1,1,1
UCN2,1,1,1,1,1
COL7A1,1,1,1,1,1
UQCRC1,1,1,1,1,1
TMEM89,1,1,1,1,1
SLC26A6,1,1,1,1,1
CELSR3,1,1,1,1,1
CELSR3-AS1,1,1,1,1,1
RP11-572O6.1,1,1,1,1,1
NCKIPSD,1,1,1,1,1
IP6K2,1,1,1,1,1
PRKAR2A,1,1,1,1,1
PRKAR2A-AS1,1,1,1,1,1
SLC25A20,1,1,1,1,1
ARIH2OS,1,1,1,1,1
ARIH2,1,1,1,1,1
RP13-131K19.1,1,1,1,1,1
RP13-131K19.2,1,1,1,1,1
RP13-131K19.7,1,1,1,1,1
P4HTM,1,1,1,1,1
WDR6,1,1,1,1,1
DALRD3,1,1,1,1,1
NDUFAF3,1,1,1,1,1
IMPDH2,1,1,1,1,1
RP13-131K19.6,1,1,1,1,1
QRICH1,1,1,1,1,1
QARS,1,1,1,1,1
USP19,1,1,1,1,1
LAMB2,1,1,1,1,1
CCDC71,1,1,1,1,1
KLHDC8B,1,1,1,1,1
C3orf84,1,1,1,1,1
CCDC36,1,1,1,1,1
RP11-3B7.1,1,1,1,1,1
C3orf62,1,1,1,1,1
USP4,1,1,1,1,1
GPX1,1,1,1,1,1
RHOA,1,1,1,1,1
TCTA,1,1,1,1,1
AMT,1,1,1,1,1
NICN1,1,1,1,1,1
DAG1,1,1,1,1,1
BSN-AS2,1,1,1,1,1
BSN,1,1,1,1,1
BSN-AS1,1,1,1,1,1
APEH,1,1,1,1,1
MST1,1,1,1,1,1
RNF123,1,1,1,1,1
AMIGO3,1,1,1,1,1
GMPPB,1,1,1,1,1
IP6K1,1,1,1,1,1
CDHR4,1,1,1,1,1
FAM212A,1,1,1,1,1
UBA7,1,1,1,1,1
TRAIP,1,1,1,1,1
CAMKV,1,1,1,1,1
MST1R,1,1,1,1,1
CTD-2330K9.2,1,1,1,1,1
CTD-2330K9.3,1,1,1,1,1
MON1A,1,1,1,1,1
RBM6,1,1,1,1,1
RBM5,1,1,1,1,1
RBM5-AS1,1,1,1,1,1
SEMA3F-AS1,1,1,1,1,1
SEMA3F,1,1,1,1,1
GNAT1,1,1,1,1,1
SLC38A3,1,1,1,1,1
GNAI2,1,1,1,1,1
U73166.2,1,1,1,1,1
SEMA3B-AS1,1,1,1,1,1
SEMA3B,1,1,1,1,1
LSMEM2,1,1,1,1,1
IFRD2,1,1,1,1,1
HYAL3,1,1,1,1,1
NAT6,1,1,1,1,1
HYAL1,1,1,1,1,1
HYAL2,1,1,1,1,1
TUSC2,1,1,1,1,1
RASSF1,1,1,1,1,1
RASSF1-AS1,1,1,1,1,1
ZMYND10-AS1,1,1,1,1,1
ZMYND10,1,1,1,1,1
NPRL2,1,1,1,1,1
CYB561D2,1,1,1,1,1
XXcos-LUCA11.5,1,1,1,1,1
TMEM115,1,1,1,1,1
CACNA2D2,1,1,1,1,1
CYB561D2-1,1,1,1,1,1
C3orf18,1,1,1,1,1
HEMK1,1,1,1,1,1
RP11-804H8.7,1,1,1,1,1
CISH,1,1,1,1,1
MAPKAPK3,1,1,1,1,1
RP11-804H8.6,1,1,1,1,1
DOCK3,1,1,1,1,1
MANF,1,1,1,1,1
RBM15B,1,1,1,1,1
VPRBP,1,1,1,1,1
RAD54L2,1,1,1,1,1
TEX264,1,1,1,1,1
GRM2,1,1,1,1,1
IQCF6,1,1,1,1,1
IQCF3,1,1,1,1,1
IQCF2,1,1,1,1,1
IQCF5-AS1,1,1,1,1,1
IQCF5,1,1,1,1,1
IQCF1,1,1,1,1,1
RRP9,1,1,1,1,1
PARP3,1,1,1,1,1
GPR62,1,1,1,1,1
PCBP4,1,1,1,1,1
ABHD14B,1,1,1,1,1
ABHD14A,1,1,1,1,1
ABHD14A-ACY1,1,1,1,1,1
ACY1,1,1,1,1,1
RPL29,1,1,1,1,1
DUSP7,1,1,1,1,1
POC1A,1,1,1,1,1
ALAS1,1,1,1,1,1
TLR9,1,1,1,1,1
RP11-330H6.5,1,1,1,1,1
TWF2,1,1,1,1,1
RP5-1157M23.2,1,1,1,1,1
PPM1M,1,1,1,1,1
WDR82,1,1,1,1,1
GLYCTK,1,1,1,1,1
DNAH1,1,1,1,1,1
BAP1,1,1,1,1,1
PHF7,1,1,1,1,1
SEMA3G,1,1,1,1,1
TNNC1,1,1,1,1,1
NISCH,1,1,1,1,1
STAB1,1,1,1,1,1
NT5DC2,1,1,1,1,1
SMIM4,1,1,1,1,1
PBRM1,1,1,1,1,1
GNL3,1,1,1,1,1
GLT8D1,1,1,1,1,1
SPCS1,1,1,1,1,1
NEK4,1,1,1,1,1
ITIH1,1,1,1,1,1
ITIH3,1,1,1,1,1
ITIH4,1,1,1,1,1
RP5-966M1.6,1,1,1,1,1
ITIH4-AS1,1,1,1,1,1
MUSTN1,1,1,1,1,1
TMEM110-MUSTN1,1,1,1,1,1
TMEM110,1,1,1,1,1
SFMBT1,1,1,1,1,1
RP11-894J14.5,1,1,1,1,1
RFT1,1,1,1,1,1
PRKCD,1,1,1,1,1
TKT,1,1,1,1,1
DCP1A,1,1,1,1,1
CACNA1D,1,1,1,1,1
RP11-884K10.6,1,1,1,1,1
CHDH,1,1,1,1,1
IL17RB,1,1,1,1,1
RP11-884K10.7,1,1,1,1,1
ACTR8,1,1,1,1,1
SELK,1,1,1,1,1
CACNA2D3,1,1,1,1,1
CACNA2D3-AS1,1,1,1,1,1
LRTM1,1,1,1,1,1
RP11-889D3.1,1,1,1,1,1
RP11-889D3.2,1,1,1,1,1
RP11-64C1.1,1,1,1,1,1
RP11-875H7.1,1,1,1,1,1
RP11-875H7.2,1,1,1,1,1
WNT5A,1,1,1,1,1
WNT5A-AS1,1,1,1,1,1
RP11-875H7.5,1,1,1,1,1
ERC2,1,1,1,1,1
RP11-58O15.1,1,1,1,1,1
CCDC66,1,1,1,1,1
FAM208A,1,1,1,1,1
ARHGEF3,1,1,1,1,1
ARHGEF3-AS1,1,1,1,1,1
SPATA12,1,1,1,1,1
RP11-157F20.3,1,1,1,1,1
IL17RD,1,1,1,1,1
HESX1,1,1,1,1,1
APPL1,1,1,1,1,1
ASB14,1,1,1,1,1
DNAH12,1,1,1,1,1
PDE12,1,1,1,1,1
ARF4,1,1,1,1,1
ARF4-AS1,1,1,1,1,1
DENND6A,1,1,1,1,1
DENND6A-AS1,1,1,1,1,1
RP11-755B10.3,1,1,1,1,1
SLMAP,1,1,1,1,1
FLNB,1,1,1,1,1
FLNB-AS1,1,1,1,1,1
DNASE1L3,1,1,1,1,1
ABHD6,1,1,1,1,1
RPP14,1,1,1,1,1
RP11-80H18.3,1,1,1,1,1
RP11-80H18.4,1,1,1,1,1
PXK,1,1,1,1,1
PDHB,1,1,1,1,1
RP11-802O23.3,1,1,1,1,1
RP11-359I18.5,1,1,1,1,1
KCTD6,1,1,1,1,1
ACOX2,1,1,1,1,1
FAM107A,1,1,1,1,1
RP11-475O23.2,1,1,1,1,1
FAM3D-AS1,1,1,1,1,1
FAM3D,1,1,1,1,1
C3orf67,1,1,1,1,1
C3orf67-AS1,1,1,1,1,1
CTD-2185K10.1,1,1,1,1,1
RP11-285B24.1,1,1,1,1,1
RP11-719N22.2,1,1,1,1,1
FHIT,1,1,1,1,1
PTPRG,1,1,1,1,1
C3orf14,1,1,1,1,1
FEZF2,1,1,1,1,1
CADPS,1,1,1,1,1
LINC00698,1,1,1,1,1
SYNPR,1,1,1,1,1
SYNPR-AS1,1,1,1,1,1
SNTN,1,1,1,1,1
C3orf49,1,1,1,1,1
THOC7,1,1,1,1,1
THOC7-AS1,1,1,1,1,1
ATXN7,1,1,1,1,1
SCAANT1,1,1,1,1,1
PSMD6-AS2,1,1,1,1,1
RP11-245J9.5,1,1,1,1,1
PSMD6,1,1,1,1,1
RP11-245J9.4,1,1,1,1,1
RP11-245J9.6,1,1,1,1,1
PRICKLE2-AS1,1,1,1,1,1
LINC00994,1,1,1,1,1
PRICKLE2,1,1,1,1,1
PRICKLE2-AS1-1,1,1,1,1,1
PRICKLE2-AS2,1,1,1,1,1
PRICKLE2-AS3,1,1,1,1,1
RP11-14D22.2,1,1,1,1,1
RP11-14D22.1,1,1,1,1,1
ADAMTS9,1,1,1,1,1
ADAMTS9-AS1,1,1,1,1,1
ADAMTS9-AS2,1,1,1,1,1
RP11-543A18.1,1,1,1,1,1
MAGI1,1,1,1,1,1
MAGI1-AS1,1,1,1,1,1
SLC25A26,1,1,1,1,1
LRIG1,1,1,1,1,1
KBTBD8,1,1,1,1,1
RP11-85I21.1,1,1,1,1,1
SUCLG2,1,1,1,1,1
SUCLG2-AS1,1,1,1,1,1
FAM19A1,1,1,1,1,1
FAM19A4,1,1,1,1,1
EOGT,1,1,1,1,1
CTD-2013N24.2,1,1,1,1,1
TMF1,1,1,1,1,1
UBA3,1,1,1,1,1
ARL6IP5,1,1,1,1,1
LMOD3,1,1,1,1,1
FRMD4B,1,1,1,1,1
RP11-62G11.2,1,1,1,1,1
RP11-444P10.1,1,1,1,1,1
MITF,1,1,1,1,1
LINC01212,1,1,1,1,1
RP11-231I13.2,1,1,1,1,1
FOXP1,1,1,1,1,1
FOXP1-AS1,1,1,1,1,1
RP11-154H23.5,1,1,1,1,1
RP11-154H23.4,1,1,1,1,1
RP11-154H23.3,1,1,1,1,1
EIF4E3,1,1,1,1,1
GPR27,1,1,1,1,1
PROK2,1,1,1,1,1
LINC00877,1,1,1,1,1
RP11-398A8.4,1,1,1,1,1
RP11-398A8.5,1,1,1,1,1
LINC00870,1,1,1,1,1
RP11-433A10.3,1,1,1,1,1
RP11-433A10.2,1,1,1,1,1
RP11-447M4.1,1,1,1,1,1
RYBP,1,1,1,1,1
RP11-654C22.2,1,1,1,1,1
SHQ1,1,1,1,1,1
GXYLT2,1,1,1,1,1
PPP4R2,1,1,1,1,1
EBLN2,1,1,1,1,1
PDZRN3,1,1,1,1,1
PDZRN3-AS1,1,1,1,1,1
RP11-20B7.1,1,1,1,1,1
RP11-508O18.1,1,1,1,1,1
CNTN3,1,1,1,1,1
RP11-803B1.8,1,1,1,1,1
CTD-2026G6.3,1,1,1,1,1
FRG2C,1,1,1,1,1
LINC00960,1,1,1,1,1
ZNF717,1,1,1,1,1
ROBO2,1,1,1,1,1
RP11-354H21.1,1,1,1,1,1
RP11-354H21.2,1,1,1,1,1
RP11-314M24.1,1,1,1,1,1
ROBO1,1,1,1,1,1
RP11-47P18.1,1,1,1,1,1
RP11-47P18.2,1,1,1,1,1
RP11-6B4.1,1,1,1,1,1
RP11-520D19.1,1,1,1,1,1
RP11-520D19.2,1,1,1,1,1
GBE1,1,1,1,1,1
RP11-142L1.1,1,1,1,1,1
RP11-359D24.1,1,1,1,1,1
RP11-260O18.1,1,1,1,1,1
LINC00971,1,1,1,1,1
RP11-735B13.2,1,1,1,1,1
CADM2,1,1,1,1,1
CADM2-AS2,1,1,1,1,1
CADM2-AS1,1,1,1,1,1
RP11-789F5.1,1,1,1,1,1
RP11-331K15.1,1,1,1,1,1
VGLL3,1,1,1,1,1
LINC00506,1,1,1,1,1
CHMP2B,1,1,1,1,1
POU1F1,1,1,1,1,1
RP11-451B8.1,1,1,1,1,1
HTR1F,1,1,1,1,1
CGGBP1,1,1,1,1,1
RP11-159G9.5,1,1,1,1,1
ZNF654,1,1,1,1,1
C3orf38,1,1,1,1,1
EPHA3,1,1,1,1,1
PROS1,1,1,1,1,1
ARL13B,1,1,1,1,1
STX19,1,1,1,1,1
DHFRL1,1,1,1,1,1
NSUN3,1,1,1,1,1
LINC00879,1,1,1,1,1
MTRNR2L12,1,1,1,1,1
EPHA6,1,1,1,1,1
RP11-389G6.3,1,1,1,1,1
ARL6,1,1,1,1,1
RP11-389G6.5,1,1,1,1,1
CRYBG3,1,1,1,1,1
RP11-389G6.4,1,1,1,1,1
MINA,1,1,1,1,1
GABRR3,1,1,1,1,1
OR5AC2,1,1,1,1,1
RP11-343D2.11,1,1,1,1,1
OR5H1,1,1,1,1,1
OR5H14,1,1,1,1,1
OR5H15,1,1,1,1,1
RP11-325B23.2,1,1,1,1,1
OR5H6,1,1,1,1,1
OR5H2,1,1,1,1,1
OR5K4,1,1,1,1,1
OR5K3,1,1,1,1,1
OR5K1,1,1,1,1,1
OR5K2,1,1,1,1,1
CLDND1,1,1,1,1,1
CPOX,1,1,1,1,1
RP11-227H4.5,1,1,1,1,1
GPR15,1,1,1,1,1
ST3GAL6-AS1,1,1,1,1,1
ST3GAL6,1,1,1,1,1
DCBLD2,1,1,1,1,1
CTD-2021J15.1,1,1,1,1,1
LINC00973,1,1,1,1,1
RP11-779P15.1,1,1,1,1,1
RP11-779P15.2,1,1,1,1,1
RP11-201E8.1,1,1,1,1,1
COL8A1,1,1,1,1,1
RP11-383I23.2,1,1,1,1,1
CMSS1,1,1,1,1,1
FILIP1L,1,1,1,1,1
TMEM30C,1,1,1,1,1
TBC1D23,1,1,1,1,1
NIT2,1,1,1,1,1
TOMM70A,1,1,1,1,1
LNP1,1,1,1,1,1
TMEM45A,1,1,1,1,1
ADGRG7,1,1,1,1,1
TFG,1,1,1,1,1
ABI3BP,1,1,1,1,1
IMPG2,1,1,1,1,1
SENP7,1,1,1,1,1
TRMT10C,1,1,1,1,1
PCNP,1,1,1,1,1
ZBTB11,1,1,1,1,1
ZBTB11-AS1,1,1,1,1,1
RPL24,1,1,1,1,1
