Gene,B cells,Cytotoxic T cells,CD4 T cells,Tfh,other
TSPAN33,1,1,1,1,1
SMO,1,1,1,1,1
RP11-286H14.8,1,1,1,1,1
AHCYL2,1,1,1,1,1
STRIP2,1,1,1,1,1
SMKR1,1,1,1,1,1
RP11-448A19.1,1,1,1,1,1
NRF1,1,1,1,1,1
RP11-738B7.1,1,1,1,1,1
UBE2H,1,1,1,1,1
RP11-306G20.1,1,1,1,1,1
ZC3HC1,1,1,1,1,1
KLHDC10,1,1,1,1,1
RP11-775D22.2,1,1,1,1,1
TMEM209,1,1,1,1,1
RP11-775D22.3,1,1,1,1,1
SSMEM1,1,1,1,1,1
CPA2,1,1,1,1,1
CPA4,1,1,1,1,1
CPA5,1,1,1,1,1
CPA1,1,1,1,1,1
CEP41,1,1,1,1,1
RP11-2E11.5,1,1,1,1,1
MESTIT1,1,1,1,1,1
MEST,1,1,1,1,1
RP11-2E11.6,1,1,1,1,1
COPG2,1,1,1,1,1
RP11-2E11.9,1,1,1,1,1
TSGA13,1,1,1,1,1
KLF14,1,1,1,1,1
RP11-36B6.1,1,1,1,1,1
AC016831.7,1,1,1,1,1
AC058791.1,1,1,1,1,1
RP11-138A9.1,1,1,1,1,1
RP11-138A9.2,1,1,1,1,1
LINC-PINT,1,1,1,1,1
MKLN1,1,1,1,1,1
RP11-180C16.1,1,1,1,1,1
PODXL,1,1,1,1,1
AC009518.4,1,1,1,1,1
PLXNA4,1,1,1,1,1
AC018643.4,1,1,1,1,1
AC011625.1,1,1,1,1,1
FLJ40288,1,1,1,1,1
AC009365.4,1,1,1,1,1
CHCHD3,1,1,1,1,1
AC009518.8,1,1,1,1,1
EXOC4,1,1,1,1,1
LRGUK,1,1,1,1,1
AC008154.4,1,1,1,1,1
SLC35B4,1,1,1,1,1
AC008154.5,1,1,1,1,1
RP11-38M8.1,1,1,1,1,1
AKR1B1,1,1,1,1,1
AKR1B10,1,1,1,1,1
AKR1B15,1,1,1,1,1
BPGM,1,1,1,1,1
AC009276.4,1,1,1,1,1
CALD1,1,1,1,1,1
AGBL3,1,1,1,1,1
C7orf49,1,1,1,1,1
TMEM140,1,1,1,1,1
RP11-134L10.1,1,1,1,1,1
WDR91,1,1,1,1,1
AC009542.2,1,1,1,1,1
STRA8,1,1,1,1,1
CNOT4,1,1,1,1,1
NUP205,1,1,1,1,1
C7orf73,1,1,1,1,1
SLC13A4,1,1,1,1,1
RP11-644N4.1,1,1,1,1,1
FAM180A,1,1,1,1,1
AC015987.1,1,1,1,1,1
MTPN,1,1,1,1,1
LUZP6,1,1,1,1,1
AC024084.1,1,1,1,1,1
AC009784.3,1,1,1,1,1
AC009264.1,1,1,1,1,1
CHRM2,1,1,1,1,1
PTN,1,1,1,1,1
AC078842.4,1,1,1,1,1
AC078842.3,1,1,1,1,1
DGKI,1,1,1,1,1
AC090498.1,1,1,1,1,1
CREB3L2,1,1,1,1,1
AC022173.2,1,1,1,1,1
AKR1D1,1,1,1,1,1
AC083867.4,1,1,1,1,1
TRIM24,1,1,1,1,1
SVOPL,1,1,1,1,1
ATP6V0A4,1,1,1,1,1
TMEM213,1,1,1,1,1
KIAA1549,1,1,1,1,1
ZC3HAV1L,1,1,1,1,1
ZC3HAV1,1,1,1,1,1
TTC26,1,1,1,1,1
UBN2,1,1,1,1,1
C7orf55,1,1,1,1,1
LUC7L2,1,1,1,1,1
C7orf55-LUC7L2,1,1,1,1,1
RP11-634H22.1,1,1,1,1,1
KLRG2,1,1,1,1,1
CLEC2L,1,1,1,1,1
HIPK2,1,1,1,1,1
TBXAS1,1,1,1,1,1
PARP12,1,1,1,1,1
KDM7A,1,1,1,1,1
JHDM1D-AS1,1,1,1,1,1
SLC37A3,1,1,1,1,1
RAB19,1,1,1,1,1
MKRN1,1,1,1,1,1
DENND2A,1,1,1,1,1
ADCK2,1,1,1,1,1
NDUFB2,1,1,1,1,1
NDUFB2-AS1,1,1,1,1,1
BRAF,1,1,1,1,1
MRPS33,1,1,1,1,1
TMEM178B,1,1,1,1,1
RP5-842K16.1,1,1,1,1,1
RP5-842K16.2,1,1,1,1,1
RP11-744I24.3,1,1,1,1,1
RP11-744I24.2,1,1,1,1,1
AGK,1,1,1,1,1
RP5-894A10.2,1,1,1,1,1
KIAA1147,1,1,1,1,1
WEE2-AS1,1,1,1,1,1
WEE2,1,1,1,1,1
SSBP1,1,1,1,1,1
TAS2R3,1,1,1,1,1
TAS2R4,1,1,1,1,1
TAS2R5,1,1,1,1,1
PRSS37,1,1,1,1,1
MGAM,1,1,1,1,1
OR9A4,1,1,1,1,1
CLEC5A,1,1,1,1,1
TAS2R38,1,1,1,1,1
MGAM2,1,1,1,1,1
PRSS58,1,1,1,1,1
U66059.58,1,1,1,1,1
TRBV1,1,1,1,1,1
TRBV2,1,1,1,1,1
TRBV3-1,1,1,1,1,1
TRBV4-1,1,1,1,1,1
TRBV5-1,1,1,1,1,1
TRBV6-1,1,1,1,1,1
TRBV7-1,1,1,1,1,1
TRBV4-2,1,1,1,1,1
TRBV6-2,1,1,1,1,1
TRBV7-2,1,1,1,1,1
TRBV8-1,1,1,1,1,1
TRBV5-2,1,1,1,1,1
TRBV6-4,1,1,1,1,1
TRBV7-3,1,1,1,1,1
TRBV8-2,1,1,1,1,1
TRBV5-3,1,1,1,1,1
TRBV9,1,1,1,1,1
TRBV10-1,1,1,1,1,1
TRBV11-1,1,1,1,1,1
TRBV12-1,1,1,1,1,1
TRBV10-2,1,1,1,1,1
TRBV11-2,1,1,1,1,1
TRBV12-2,1,1,1,1,1
TRBV6-5,1,1,1,1,1
TRBV7-4,1,1,1,1,1
TRBV5-4,1,1,1,1,1
TRBV6-6,1,1,1,1,1
TRBV7-5,1,1,1,1,1
TRBV5-5,1,1,1,1,1
TRBV6-7,1,1,1,1,1
TRBV7-6,1,1,1,1,1
TRBV5-6,1,1,1,1,1
TRBV6-8,1,1,1,1,1
TRBV7-7,1,1,1,1,1
TRBV5-7,1,1,1,1,1
TRBV7-9,1,1,1,1,1
TRBV13,1,1,1,1,1
TRBV10-3,1,1,1,1,1
TRBV11-3,1,1,1,1,1
TRBV12-3,1,1,1,1,1
TRBV12-4,1,1,1,1,1
TRBV12-5,1,1,1,1,1
TRBV14,1,1,1,1,1
TRBV15,1,1,1,1,1
TRBV16,1,1,1,1,1
TRBV17,1,1,1,1,1
TRBV18,1,1,1,1,1
TRBV19,1,1,1,1,1
TRBV20-1,1,1,1,1,1
TRBV21-1,1,1,1,1,1
TRBV22-1,1,1,1,1,1
TRBV23-1,1,1,1,1,1
TRBV24-1,1,1,1,1,1
MTRNR2L6,1,1,1,1,1
TRBV25-1,1,1,1,1,1
TRBVA,1,1,1,1,1
TRBV26,1,1,1,1,1
TRBVB,1,1,1,1,1
TRBV27,1,1,1,1,1
TRBV28,1,1,1,1,1
TRBC1,1,1,1,1,1
TRBV29-1,1,1,1,1,1
PRSS2,1,1,1,1,1
PRSS1,1,1,1,1,1
TRBD1,1,1,1,1,1
TRBJ1-1,1,1,1,1,1
TRBJ1-2,1,1,1,1,1
TRBJ1-3,1,1,1,1,1
TRBJ1-4,1,1,1,1,1
TRBJ1-5,1,1,1,1,1
TRBJ1-6,1,1,1,1,1
TRBJ2-1,1,1,1,1,1
TRBJ2-2,1,1,1,1,1
TRBJ2-2P,1,1,1,1,1
TRBJ2-3,1,1,1,1,1
TRBJ2-4,1,1,1,1,1
TRBJ2-5,1,1,1,1,1
TRBJ2-6,1,1,1,1,1
TRBJ2-7,1,1,1,1,1
TRBC2,1,1,1,1,1
TRBV30,1,1,1,1,1
EPHB6,1,1,1,1,1
TRPV6,1,1,1,1,1
RP11-114L10.2,1,1,1,1,1
TRPV5,1,1,1,1,1
C7orf34,1,1,1,1,1
KEL,1,1,1,1,1
OR9A2,1,1,1,1,1
OR6V1,1,1,1,1,1
PIP,1,1,1,1,1
TAS2R39,1,1,1,1,1
RP11-556I13.2,1,1,1,1,1
TAS2R40,1,1,1,1,1
GSTK1,1,1,1,1,1
AC073342.12,1,1,1,1,1
TMEM139,1,1,1,1,1
CASP2,1,1,1,1,1
CLCN1,1,1,1,1,1
FAM131B,1,1,1,1,1
RP11-563K23.1,1,1,1,1,1
AC093673.5,1,1,1,1,1
ZYX,1,1,1,1,1
EPHA1,1,1,1,1,1
EPHA1-AS1,1,1,1,1,1
TAS2R60,1,1,1,1,1
TAS2R41,1,1,1,1,1
CTAGE15,1,1,1,1,1
TCAF2,1,1,1,1,1
CTAGE6,1,1,1,1,1
TCAF1,1,1,1,1,1
OR2F2,1,1,1,1,1
RP4-669B10.3,1,1,1,1,1
AC004853.1,1,1,1,1,1
OR6B1,1,1,1,1,1
OR2A5,1,1,1,1,1
OR2A25,1,1,1,1,1
OR2A12,1,1,1,1,1
OR2A2,1,1,1,1,1
OR2A14,1,1,1,1,1
CTAGE4,1,1,1,1,1
ARHGEF35,1,1,1,1,1
RP4-545C24.1,1,1,1,1,1
OR2A42,1,1,1,1,1
OR2A1-AS1,1,1,1,1,1
OR2A7,1,1,1,1,1
CTAGE8,1,1,1,1,1
OR2A1,1,1,1,1,1
ARHGEF5,1,1,1,1,1
NOBOX,1,1,1,1,1
TPK1,1,1,1,1,1
AC006007.1,1,1,1,1,1
CNTNAP2,1,1,1,1,1
AC006004.1,1,1,1,1,1
C7orf33,1,1,1,1,1
RP5-1136G13.2,1,1,1,1,1
CUL1,1,1,1,1,1
EZH2,1,1,1,1,1
GHET1,1,1,1,1,1
PDIA4,1,1,1,1,1
ZNF786,1,1,1,1,1
ZNF425,1,1,1,1,1
ZNF398,1,1,1,1,1
ZNF282,1,1,1,1,1
ZNF212,1,1,1,1,1
ZNF783,1,1,1,1,1
AC004941.3,1,1,1,1,1
RP11-143I21.1,1,1,1,1,1
ZNF777,1,1,1,1,1
ZNF746,1,1,1,1,1
KRBA1,1,1,1,1,1
ZNF467,1,1,1,1,1
SSPO,1,1,1,1,1
ZNF862,1,1,1,1,1
RP4-751H13.7,1,1,1,1,1
ATP6V0E2-AS1,1,1,1,1,1
ATP6V0E2,1,1,1,1,1
RP11-445N20.3,1,1,1,1,1
RP11-728K20.3,1,1,1,1,1
RP11-728K20.2,1,1,1,1,1
RP11-545G3.1,1,1,1,1,1
ACTR3C,1,1,1,1,1
LRRC61,1,1,1,1,1
ZBED6CL,1,1,1,1,1
RARRES2,1,1,1,1,1
RP4-584D14.5,1,1,1,1,1
REPIN1,1,1,1,1,1
ZNF775,1,1,1,1,1
RP4-584D14.6,1,1,1,1,1
RP11-511P7.5,1,1,1,1,1
LINC00996,1,1,1,1,1
GIMAP8,1,1,1,1,1
GIMAP7,1,1,1,1,1
GIMAP4,1,1,1,1,1
GIMAP6,1,1,1,1,1
GIMAP2,1,1,1,1,1
GIMAP1,1,1,1,1,1
GIMAP1-GIMAP5,1,1,1,1,1
GIMAP5,1,1,1,1,1
TMEM176B,1,1,1,1,1
TMEM176A,1,1,1,1,1
AOC1,1,1,1,1,1
KCNH2,1,1,1,1,1
NOS3,1,1,1,1,1
ATG9B,1,1,1,1,1
ABCB8,1,1,1,1,1
RP11-148K1.10,1,1,1,1,1
ASIC3,1,1,1,1,1
CDK5,1,1,1,1,1
SLC4A2,1,1,1,1,1
RP11-148K1.12,1,1,1,1,1
FASTK,1,1,1,1,1
TMUB1,1,1,1,1,1
AGAP3,1,1,1,1,1
GBX1,1,1,1,1,1
ASB10,1,1,1,1,1
IQCA1L,1,1,1,1,1
ABCF2,1,1,1,1,1
CHPF2,1,1,1,1,1
SMARCD3,1,1,1,1,1
RP4-548D19.3,1,1,1,1,1
RP5-1070G24.2,1,1,1,1,1
NUB1,1,1,1,1,1
WDR86,1,1,1,1,1
RP4-555L14.4,1,1,1,1,1
CRYGN,1,1,1,1,1
RHEB,1,1,1,1,1
PRKAG2,1,1,1,1,1
PRKAG2-AS1,1,1,1,1,1
RP11-796I2.1,1,1,1,1,1
GALNTL5,1,1,1,1,1
GALNT11,1,1,1,1,1
RP5-981O7.2,1,1,1,1,1
KMT2C,1,1,1,1,1
LINC01003,1,1,1,1,1
XRCC2,1,1,1,1,1
ACTR3B,1,1,1,1,1
LINC01287,1,1,1,1,1
DPP6,1,1,1,1,1
RP5-1048B16.1,1,1,1,1,1
AC006019.3,1,1,1,1,1
AC006019.4,1,1,1,1,1
RP11-476H24.1,1,1,1,1,1
PAXIP1-AS2,1,1,1,1,1
PAXIP1,1,1,1,1,1
RP11-5C23.1,1,1,1,1,1
RP11-5C23.2,1,1,1,1,1
PAXIP1-AS1,1,1,1,1,1
HTR5A-AS1,1,1,1,1,1
HTR5A,1,1,1,1,1
AC099552.4,1,1,1,1,1
AC099552.3,1,1,1,1,1
AC099552.2,1,1,1,1,1
AC144652.1,1,1,1,1,1
INSIG1,1,1,1,1,1
BLACE,1,1,1,1,1
AC008060.7,1,1,1,1,1
AC008060.8,1,1,1,1,1
EN2,1,1,1,1,1
CNPY1,1,1,1,1,1
AC008060.5,1,1,1,1,1
AC009403.2,1,1,1,1,1
RBM33,1,1,1,1,1
SHH,1,1,1,1,1
AC021218.2,1,1,1,1,1
AC073133.2,1,1,1,1,1
AC073133.1,1,1,1,1,1
LINC01006,1,1,1,1,1
LINC00244,1,1,1,1,1
RNF32,1,1,1,1,1
AC005534.8,1,1,1,1,1
LMBR1,1,1,1,1,1
RP5-1121A15.3,1,1,1,1,1
NOM1,1,1,1,1,1
MNX1,1,1,1,1,1
MNX1-AS2,1,1,1,1,1
MNX1-AS1,1,1,1,1,1
RP4-639J15.1,1,1,1,1,1
RP4-639J15.3,1,1,1,1,1
UBE3C,1,1,1,1,1
RP5-1142J19.1,1,1,1,1,1
DNAJB6,1,1,1,1,1
AC006372.4,1,1,1,1,1
AC006372.5,1,1,1,1,1
AC006372.6,1,1,1,1,1
PTPRN2,1,1,1,1,1
AC005481.5,1,1,1,1,1
AC011899.9,1,1,1,1,1
RP11-452C13.1,1,1,1,1,1
AC011899.10,1,1,1,1,1
AC078942.1,1,1,1,1,1
LINC01022,1,1,1,1,1
NCAPG2,1,1,1,1,1
ESYT2,1,1,1,1,1
WDR60,1,1,1,1,1
VIPR2,1,1,1,1,1
PLCXD1,1,1,1,1,1
GTPBP6,1,1,1,1,1
LINC00685,1,1,1,1,1
PPP2R3B,1,1,1,1,1
RP13-465B17.4,1,1,1,1,1
RP13-465B17.5,1,1,1,1,1
SHOX,1,1,1,1,1
RP11-309M23.1,1,1,1,1,1
CRLF2,1,1,1,1,1
CSF2RA,1,1,1,1,1
IL3RA,1,1,1,1,1
SLC25A6,1,1,1,1,1
LINC00106,1,1,1,1,1
ASMTL-AS1,1,1,1,1,1
ASMTL,1,1,1,1,1
P2RY8,1,1,1,1,1
AKAP17A,1,1,1,1,1
ASMT,1,1,1,1,1
RP13-297E16.4,1,1,1,1,1
RP13-297E16.5,1,1,1,1,1
DHRSX,1,1,1,1,1
ZBED1,1,1,1,1,1
LINC00102,1,1,1,1,1
CD99,1,1,1,1,1
XG,1,1,1,1,1
GYG2,1,1,1,1,1
GYG2-AS1,1,1,1,1,1
ARSD,1,1,1,1,1
ARSD-AS1,1,1,1,1,1
ARSE,1,1,1,1,1
ARSH,1,1,1,1,1
ARSF,1,1,1,1,1
LINC01546,1,1,1,1,1
MXRA5,1,1,1,1,1
PRKX,1,1,1,1,1
PRKX-AS1,1,1,1,1,1
RP11-706O15.1,1,1,1,1,1
RP11-706O15.3,1,1,1,1,1
RP11-706O15.5,1,1,1,1,1
RP11-706O15.7,1,1,1,1,1
RP11-707P20.1,1,1,1,1,1
RP11-733O18.1,1,1,1,1,1
NLGN4X,1,1,1,1,1
VCX3A,1,1,1,1,1
RP11-1M18.1,1,1,1,1,1
PUDP,1,1,1,1,1
STS,1,1,1,1,1
VCX,1,1,1,1,1
PNPLA4,1,1,1,1,1
RP11-692P14.1,1,1,1,1,1
VCX2,1,1,1,1,1
VCX3B,1,1,1,1,1
ANOS1,1,1,1,1,1
FAM9A,1,1,1,1,1
GS1-542M4.4,1,1,1,1,1
FAM9B,1,1,1,1,1
GS1-519E5.1,1,1,1,1,1
TBL1X,1,1,1,1,1
GPR143,1,1,1,1,1
SHROOM2,1,1,1,1,1
CLDN34,1,1,1,1,1
WWC3,1,1,1,1,1
WWC3-AS1,1,1,1,1,1
CLCN4,1,1,1,1,1
RP6-1O2.1,1,1,1,1,1
MID1,1,1,1,1,1
RP11-120D5.1,1,1,1,1,1
HCCS,1,1,1,1,1
ARHGAP6,1,1,1,1,1
AMELX,1,1,1,1,1
GS1-590J6.3,1,1,1,1,1
MSL3,1,1,1,1,1
FRMPD4,1,1,1,1,1
FRMPD4-AS1,1,1,1,1,1
PRPS2,1,1,1,1,1
TLR7,1,1,1,1,1
TLR8-AS1,1,1,1,1,1
TLR8,1,1,1,1,1
TMSB4X,1,1,1,1,1
FAM9C,1,1,1,1,1
RP11-791M20.1,1,1,1,1,1
GS1-600G8.5,1,1,1,1,1
GS1-600G8.3,1,1,1,1,1
ATXN3L,1,1,1,1,1
LINC01203,1,1,1,1,1
RP11-1L9.1,1,1,1,1,1
EGFL6,1,1,1,1,1
TCEANC,1,1,1,1,1
RAB9A,1,1,1,1,1
TRAPPC2,1,1,1,1,1
OFD1,1,1,1,1,1
GPM6B,1,1,1,1,1
RP1-122K4.2,1,1,1,1,1
RP1-122K4.3,1,1,1,1,1
GEMIN8,1,1,1,1,1
GLRA2,1,1,1,1,1
FANCB,1,1,1,1,1
MOSPD2,1,1,1,1,1
ASB9,1,1,1,1,1
ASB11,1,1,1,1,1
PIGA,1,1,1,1,1
FIGF,1,1,1,1,1
PIR,1,1,1,1,1
BMX,1,1,1,1,1
ACE2,1,1,1,1,1
GS1-594A7.3,1,1,1,1,1
TMEM27,1,1,1,1,1
CA5B,1,1,1,1,1
INE2,1,1,1,1,1
ZRSR2,1,1,1,1,1
AP1S2,1,1,1,1,1
GRPR,1,1,1,1,1
RP11-431J24.2,1,1,1,1,1
MAGEB17,1,1,1,1,1
CTPS2,1,1,1,1,1
S100G,1,1,1,1,1
SYAP1,1,1,1,1,1
TXLNG,1,1,1,1,1
RBBP7,1,1,1,1,1
REPS2,1,1,1,1,1
NHS,1,1,1,1,1
NHS-AS1,1,1,1,1,1
SCML1,1,1,1,1,1
RAI2,1,1,1,1,1
LINC01456,1,1,1,1,1
BEND2,1,1,1,1,1
SCML2,1,1,1,1,1
CDKL5,1,1,1,1,1
RS1,1,1,1,1,1
PPEF1,1,1,1,1,1
PPEF1-AS1,1,1,1,1,1
PHKA2-AS1,1,1,1,1,1
PHKA2,1,1,1,1,1
ADGRG2,1,1,1,1,1
PDHA1,1,1,1,1,1
MAP3K15,1,1,1,1,1
SH3KBP1,1,1,1,1,1
CXorf23,1,1,1,1,1
MAP7D2,1,1,1,1,1
EIF1AX,1,1,1,1,1
EIF1AX-AS1,1,1,1,1,1
RPS6KA3,1,1,1,1,1
CNKSR2,1,1,1,1,1
KLHL34,1,1,1,1,1
SMPX,1,1,1,1,1
MBTPS2,1,1,1,1,1
YY2,1,1,1,1,1
SMS,1,1,1,1,1
PHEX,1,1,1,1,1
PHEX-AS1,1,1,1,1,1
PTCHD1-AS,1,1,1,1,1
ZNF645,1,1,1,1,1
RP11-494I9.2,1,1,1,1,1
GS1-433O24.1,1,1,1,1,1
DDX53,1,1,1,1,1
PTCHD1,1,1,1,1,1
PRDX4,1,1,1,1,1
ACOT9,1,1,1,1,1
RP13-314C10.5,1,1,1,1,1
SAT1,1,1,1,1,1
APOO,1,1,1,1,1
CXorf58,1,1,1,1,1
KLHL15,1,1,1,1,1
EIF2S3,1,1,1,1,1
ZFX-AS1,1,1,1,1,1
ZFX,1,1,1,1,1
PDK3,1,1,1,1,1
PCYT1B,1,1,1,1,1
PCYT1B-AS1,1,1,1,1,1
POLA1,1,1,1,1,1
ARX,1,1,1,1,1
RP11-86A5.1,1,1,1,1,1
MAGEB18,1,1,1,1,1
MAGEB6P1,1,1,1,1,1
MAGEB6,1,1,1,1,1
MAGEB5,1,1,1,1,1
VENTXP1,1,1,1,1,1
RP11-268G12.3,1,1,1,1,1
RP11-268G12.1,1,1,1,1,1
DCAF8L2,1,1,1,1,1
MAGEB10,1,1,1,1,1
DCAF8L1,1,1,1,1,1
RP11-149B9.2,1,1,1,1,1
IL1RAPL1,1,1,1,1,1
MAGEB2,1,1,1,1,1
MAGEB3,1,1,1,1,1
MAGEB4,1,1,1,1,1
MAGEB1,1,1,1,1,1
NR0B1,1,1,1,1,1
CXorf21,1,1,1,1,1
GK,1,1,1,1,1
GK-AS1,1,1,1,1,1
TAB3,1,1,1,1,1
TAB3-AS1,1,1,1,1,1
TAB3-AS2,1,1,1,1,1
FTHL17,1,1,1,1,1
DMD,1,1,1,1,1
DMD-AS3,1,1,1,1,1
RP11-305F18.1,1,1,1,1,1
FAM47A,1,1,1,1,1
RP11-545D19.1,1,1,1,1,1
TMEM47,1,1,1,1,1
FAM47B,1,1,1,1,1
MAGEB16,1,1,1,1,1
CFAP47,1,1,1,1,1
RP11-87M18.2,1,1,1,1,1
FAM47C,1,1,1,1,1
PRRG1,1,1,1,1,1
RP5-972B16.2,1,1,1,1,1
LANCL3,1,1,1,1,1
XK,1,1,1,1,1
CYBB,1,1,1,1,1
DYNLT3,1,1,1,1,1
AL121578.2,1,1,1,1,1
HYPM,1,1,1,1,1
SYTL5,1,1,1,1,1
SRPX,1,1,1,1,1
RP13-43E11.1,1,1,1,1,1
RPGR,1,1,1,1,1
OTC,1,1,1,1,1
TSPAN7,1,1,1,1,1
RP4-646N3.1,1,1,1,1,1
MID1IP1,1,1,1,1,1
MID1IP1-AS1,1,1,1,1,1
RP11-265P11.1,1,1,1,1,1
LINC01281,1,1,1,1,1
LINC01282,1,1,1,1,1
RP11-157D23.2,1,1,1,1,1
RP13-126P21.2,1,1,1,1,1
AC092198.1,1,1,1,1,1
BCOR,1,1,1,1,1
RP11-320G24.1,1,1,1,1,1
ATP6AP2,1,1,1,1,1
CXorf38,1,1,1,1,1
MED14,1,1,1,1,1
MED14OS,1,1,1,1,1
USP9X,1,1,1,1,1
RP5-1172N10.2,1,1,1,1,1
DDX3X,1,1,1,1,1
NYX,1,1,1,1,1
CASK,1,1,1,1,1
CASK-AS1,1,1,1,1,1
GPR34,1,1,1,1,1
GPR82,1,1,1,1,1
RP11-524P6.1,1,1,1,1,1
RP1-154K9.2,1,1,1,1,1
AL023875.1,1,1,1,1,1
RP3-326I13.1,1,1,1,1,1
MAOA,1,1,1,1,1
MAOB,1,1,1,1,1
NDP,1,1,1,1,1
NDP-AS1,1,1,1,1,1
EFHC2,1,1,1,1,1
FUNDC1,1,1,1,1,1
DUSP21,1,1,1,1,1
KDM6A,1,1,1,1,1
CXorf36,1,1,1,1,1
RP11-342D14.1,1,1,1,1,1
LINC01204,1,1,1,1,1
MIR222HG,1,1,1,1,1
RP6-99M1.3,1,1,1,1,1
RP5-1158E12.3,1,1,1,1,1
RP5-1158E12.1,1,1,1,1,1
LINC01186,1,1,1,1,1
KRBOX4,1,1,1,1,1
ZNF674,1,1,1,1,1
ZNF674-AS1,1,1,1,1,1
CHST7,1,1,1,1,1
SLC9A7,1,1,1,1,1
RP2,1,1,1,1,1
LINC01545,1,1,1,1,1
JADE3,1,1,1,1,1
RGN,1,1,1,1,1
NDUFB11,1,1,1,1,1
RBM10,1,1,1,1,1
UBA1,1,1,1,1,1
CDK16,1,1,1,1,1
USP11,1,1,1,1,1
RP11-571E6.3,1,1,1,1,1
ZNF157,1,1,1,1,1
ZNF41,1,1,1,1,1
LINC01560,1,1,1,1,1
ARAF,1,1,1,1,1
SYN1,1,1,1,1,1
TIMP1,1,1,1,1,1
CFP,1,1,1,1,1
ELK1,1,1,1,1,1
UXT,1,1,1,1,1
UXT-AS1,1,1,1,1,1
AL022578.1,1,1,1,1,1
ZNF81,1,1,1,1,1
ZNF182,1,1,1,1,1
ZNF630,1,1,1,1,1
SPACA5,1,1,1,1,1
ZNF630-AS1,1,1,1,1,1
SPACA5B,1,1,1,1,1
SSX5,1,1,1,1,1
SSX1,1,1,1,1,1
RP11-344N17.8,1,1,1,1,1
SSX3,1,1,1,1,1
SSX4,1,1,1,1,1
SSX4B,1,1,1,1,1
SLC38A5,1,1,1,1,1
FTSJ1,1,1,1,1,1
AF196972.9,1,1,1,1,1
PORCN,1,1,1,1,1
EBP,1,1,1,1,1
TBC1D25,1,1,1,1,1
RP11-1148L6.9,1,1,1,1,1
RBM3,1,1,1,1,1
RP11-1148L6.5,1,1,1,1,1
WDR13,1,1,1,1,1
WAS,1,1,1,1,1
SUV39H1,1,1,1,1,1
AF196970.3,1,1,1,1,1
GLOD5,1,1,1,1,1
GATA1,1,1,1,1,1
HDAC6,1,1,1,1,1
ERAS,1,1,1,1,1
PCSK1N,1,1,1,1,1
TIMM17B,1,1,1,1,1
PQBP1,1,1,1,1,1
SLC35A2,1,1,1,1,1
PIM2,1,1,1,1,1
OTUD5,1,1,1,1,1
KCND1,1,1,1,1,1
GRIPAP1,1,1,1,1,1
TFE3,1,1,1,1,1
CCDC120,1,1,1,1,1
PRAF2,1,1,1,1,1
WDR45,1,1,1,1,1
GPKOW,1,1,1,1,1
AC231657.1,1,1,1,1,1
MAGIX,1,1,1,1,1
PLP2,1,1,1,1,1
PRICKLE3,1,1,1,1,1
SYP,1,1,1,1,1
SYP-AS1,1,1,1,1,1
CACNA1F,1,1,1,1,1
CCDC22,1,1,1,1,1
FOXP3,1,1,1,1,1
PPP1R3F,1,1,1,1,1
LL0XNC01-7P3.1,1,1,1,1,1
GAGE10,1,1,1,1,1
GAGE12J,1,1,1,1,1
GAGE13,1,1,1,1,1
GAGE2E,1,1,1,1,1
GAGE12B,1,1,1,1,1
GAGE12C,1,1,1,1,1
GAGE12D,1,1,1,1,1
GAGE12E,1,1,1,1,1
GAGE12F,1,1,1,1,1
GAGE12G,1,1,1,1,1
GAGE12H,1,1,1,1,1
GAGE1,1,1,1,1,1
GAGE2A,1,1,1,1,1
PAGE1,1,1,1,1,1
PAGE4,1,1,1,1,1
USP27X-AS1,1,1,1,1,1
USP27X,1,1,1,1,1
CLCN5,1,1,1,1,1
AKAP4,1,1,1,1,1
CCNB3,1,1,1,1,1
DGKK,1,1,1,1,1
SHROOM4,1,1,1,1,1
BMP15,1,1,1,1,1
LINC01284,1,1,1,1,1
NUDT10,1,1,1,1,1
RP11-348F1.3,1,1,1,1,1
RP11-348F1.2,1,1,1,1,1
CXorf67,1,1,1,1,1
NUDT11,1,1,1,1,1
LINC01496,1,1,1,1,1
CENPVP3,1,1,1,1,1
RP11-141O19.1,1,1,1,1,1
CENPVP1,1,1,1,1,1
GSPT2,1,1,1,1,1
MAGED1,1,1,1,1,1
RP11-114H20.1,1,1,1,1,1
RP11-33H15.1,1,1,1,1,1
MAGED4B,1,1,1,1,1
MAGED4,1,1,1,1,1
RP11-363G10.2,1,1,1,1,1
XAGE2,1,1,1,1,1
XAGE1A,1,1,1,1,1
XAGE1B,1,1,1,1,1
SSX7,1,1,1,1,1
SSX2,1,1,1,1,1
SSX2B,1,1,1,1,1
SPANXN5,1,1,1,1,1
XAGE5,1,1,1,1,1
XAGE3,1,1,1,1,1
FAM156B,1,1,1,1,1
FAM156A,1,1,1,1,1
GPR173,1,1,1,1,1
TSPYL2,1,1,1,1,1
RP11-236P24.3,1,1,1,1,1
KANTR,1,1,1,1,1
RP11-258C19.7,1,1,1,1,1
KDM5C,1,1,1,1,1
IQSEC2,1,1,1,1,1
SMC1A,1,1,1,1,1
RIBC1,1,1,1,1,1
HSD17B10,1,1,1,1,1
RP3-339A18.6,1,1,1,1,1
HUWE1,1,1,1,1,1
PHF8,1,1,1,1,1
FAM120C,1,1,1,1,1
