Symbol,ID,is_feature_control,is_feature_control_mitochondrial,is_feature_control_ribosomal,mean_counts,log10_mean_counts,n_cells_by_counts,pct_dropout_by_counts,total_counts,log10_total_counts
RP11-34P13.3,ENSG00000243485,0,0,0,0.0,0.0,0,100.0,0.0,0.0
FAM138A,ENSG00000237613,0,0,0,0.0,0.0,0,100.0,0.0,0.0
OR4F5,ENSG00000186092,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-34P13.7,ENSG00000238009,0,0,0,0.0021529628870207095,0.0009340148123568948,20,99.79495591552183,21.0,1.3424226808222062
RP11-34P13.8,ENSG00000239945,0,0,0,0.0004100881689563256,0.00017806252069994778,4,99.95899118310436,4.0,0.6989700043360189
RP11-34P13.14,ENSG00000239906,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-34P13.9,ENSG00000241599,0,0,0,0.0,0.0,0,100.0,0.0,0.0
FO538757.3,ENSG00000279928,0,0,0,0.0,0.0,0,100.0,0.0,0.0
FO538757.2,ENSG00000279457,0,0,0,0.10108673364773427,0.041821530107989315,936,90.40393684642198,986.0,2.9943171526696366
AP006222.2,ENSG00000228463,0,0,0,0.04459708837400041,0.018948810985114882,423,95.66331761328686,435.0,2.639486489268586
RP5-857K21.15,ENSG00000236743,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP4-669L17.2,ENSG00000236601,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP4-669L17.10,ENSG00000237094,0,0,0,0.0033832273938896864,0.0014668370633068616,33,99.66167726061104,33.0,1.5314789170422551
OR4F29,ENSG00000278566,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP5-857K21.4,ENSG00000230021,0,0,0,0.00030756612671724423,0.00013355373440395,3,99.96924338732828,3.0,0.6020599913279624
RP5-857K21.2,ENSG00000235146,0,0,0,0.0,0.0,0,100.0,0.0,0.0
OR4F16,ENSG00000273547,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-206L10.4,ENSG00000229905,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-206L10.9,ENSG00000237491,0,0,0,0.04305925774041419,0.018308982039788417,406,95.83760508509329,420.0,2.6242820958356683
FAM87B,ENSG00000177757,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
LINC00115,ENSG00000225880,0,0,0,0.020299364363338117,0.008727616091195912,195,98.00082017633791,198.0,2.298853076409707
FAM41C,ENSG00000230368,0,0,0,0.009226983801517326,0.003988853775217382,90,99.07730161984827,90.0,1.9590413923210936
RP11-54O7.16,ENSG00000272438,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-54O7.1,ENSG00000230699,0,0,0,0.00030756612671724423,0.00013355373440395,3,99.96924338732828,3.0,0.6020599913279624
RP11-54O7.2,ENSG00000241180,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-54O7.3,ENSG00000223764,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SAMD11,ENSG00000187634,0,0,0,0.0006151322534344885,0.00026706641114427704,6,99.93848677465655,6.0,0.8450980400142568
NOC2L,ENSG00000188976,0,0,0,0.298544187000205,0.11345673243575247,2381,75.58950174287472,2912.0,3.4643404846276673
KLHL17,ENSG00000187961,0,0,0,0.005228624154193152,0.0022648467482553557,49,99.4976419930285,51.0,1.7160033436347992
PLEKHN1,ENSG00000187583,0,0,0,0.002255484929259791,0.0009784416429314742,22,99.77445150707402,22.0,1.3617278360175928
PERM1,ENSG00000187642,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-54O7.17,ENSG00000272512,0,0,0,0.0,0.0,0,100.0,0.0,0.0
HES4,ENSG00000188290,0,0,0,0.008714373590321919,0.0037682093148989114,59,99.39511995078942,85.0,1.9344984512435677
ISG15,ENSG00000187608,0,0,0,0.2248308386303055,0.08807611243740052,1714,82.42772196022145,2193.0,3.3412366232386925
RP11-54O7.11,ENSG00000224969,0,0,0,0.0,0.0,0,100.0,0.0,0.0
AGRN,ENSG00000188157,0,0,0,0.0021529628870207095,0.0009340148123568948,20,99.79495591552183,21.0,1.3424226808222062
RP11-54O7.18,ENSG00000273443,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RNF223,ENSG00000237330,0,0,0,0.0,0.0,0,100.0,0.0,0.0
C1orf159,ENSG00000131591,0,0,0,0.013225343448841501,0.005706044109363069,127,98.69797006356367,129.0,2.113943352306837
LINC01342,ENSG00000223823,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
RP11-465B22.8,ENSG00000272141,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
TTLL10-AS1,ENSG00000205231,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
TTLL10,ENSG00000162571,0,0,0,0.0004100881689563256,0.00017806252069994778,4,99.95899118310436,4.0,0.6989700043360189
TNFRSF18,ENSG00000186891,0,0,0,0.05228624154193152,0.022133892111324608,257,97.36518351445561,510.0,2.708420900134713
TNFRSF4,ENSG00000186827,0,0,0,0.09032191921263072,0.03755474298320028,391,95.99138814845192,881.0,2.94546858513182
SDF4,ENSG00000078808,0,0,0,0.18197662497436948,0.07260888792846365,1569,83.91429157268813,1775.0,3.249442961442582
B3GALT6,ENSG00000176022,0,0,0,0.02255484929259791,0.009686612626796721,217,97.77527168341193,220.0,2.3443922736851106
FAM132A,ENSG00000184163,0,0,0,0.0011277424646298955,0.0004894963683256573,11,99.88722575353701,11.0,1.0791812460476249
RP5-902P8.12,ENSG00000260179,0,0,0,0.00030756612671724423,0.00013355373440395,3,99.96924338732828,3.0,0.6020599913279624
UBE2J2,ENSG00000160087,0,0,0,0.1957145786344064,0.07762752437028572,1697,82.60200943202788,1909.0,3.2810333672477277
RP5-902P8.10,ENSG00000230415,0,0,0,0.00030756612671724423,0.00013355373440395,3,99.96924338732828,3.0,0.6020599913279624
SCNN1D,ENSG00000162572,0,0,0,0.0008201763379126512,0.0003560520649549424,8,99.91798236620873,8.0,0.9542425094393249
ACAP3,ENSG00000131584,0,0,0,0.04295673569817511,0.018266293242201186,400,95.89911831043675,419.0,2.6232492903979003
PUSL1,ENSG00000169972,0,0,0,0.048492925979085506,0.02056550469300612,433,95.56079557104778,473.0,2.6757783416740852
CPSF3L,ENSG00000127054,0,0,0,0.18453967603034652,0.07354961194984638,1559,84.01681361492722,1800.0,3.2555137128195333
CPTP,ENSG00000224051,0,0,0,0.05864260816075456,0.024749369455656343,513,94.74061923313512,572.0,2.75815462196739
TAS1R3,ENSG00000169962,0,0,0,0.0018453967603034652,0.0008007070458515539,18,99.81546032396965,18.0,1.2787536009528289
DVL1,ENSG00000107404,0,0,0,0.008099241336887431,0.003503287906580393,78,99.20032807053516,79.0,1.9030899869919435
MXRA8,ENSG00000162576,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
AURKAIP1,ENSG00000175756,0,0,0,0.5008201763379126,0.17632865953000584,3342,65.737133483699,4885.0,3.688953462637418
CCNL2,ENSG00000221978,0,0,0,0.2612261636251794,0.10079297143218141,2132,78.14230059462784,2548.0,3.4063698354692673
MRPL20,ENSG00000242485,0,0,0,0.43079762148862005,0.1555782095205257,2937,69.8892761943818,4202.0,3.623559390005437
RP4-758J18.13,ENSG00000272455,0,0,0,0.0019479188025425466,0.0008451475147472278,19,99.80520811974574,19.0,1.3010299956639813
ANKRD65,ENSG00000235098,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP4-758J18.7,ENSG00000225905,0,0,0,0.0,0.0,0,100.0,0.0,0.0
TMEM88B,ENSG00000205116,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP4-758J18.10,ENSG00000225285,0,0,0,0.0,0.0,0,100.0,0.0,0.0
VWA1,ENSG00000179403,0,0,0,0.0,0.0,0,100.0,0.0,0.0
ATAD3C,ENSG00000215915,0,0,0,0.008099241336887431,0.003503287906580393,77,99.21058027475908,79.0,1.9030899869919435
ATAD3B,ENSG00000160072,0,0,0,0.04285421365593602,0.018223600248123743,397,95.92987492310847,418.0,2.622214022966295
ATAD3A,ENSG00000197785,0,0,0,0.0644863645683822,0.027140102758242614,569,94.16649579659627,629.0,2.7993405494535817
TMEM240,ENSG00000205090,0,0,0,0.001025220422390814,0.00044501948960348476,10,99.89747795776091,10.0,1.041392685158225
SSU72,ENSG00000160075,0,0,0,0.546647529218782,0.1893913521243777,3778,61.267172442075044,5332.0,3.7269715836828765
RP5-832C2.5,ENSG00000215014,0,0,0,0.019274143940947303,0.00829100754743289,175,98.20586426081607,188.0,2.2764618041732443
AL645728.1,ENSG00000279244,0,0,0,0.0,0.0,0,100.0,0.0,0.0
C1orf233,ENSG00000228594,0,0,0,0.001025220422390814,0.00044501948960348476,10,99.89747795776091,10.0,1.041392685158225
RP11-345P4.9,ENSG00000272106,0,0,0,0.01968423210990363,0.008465703640658582,186,98.0930900143531,192.0,2.285557309007774
MIB2,ENSG00000197530,0,0,0,0.09380766864875949,0.03894096387329265,853,91.25486979700635,915.0,2.9618954736678504
MMP23B,ENSG00000189409,0,0,0,0.010354726266147222,0.004473877359914482,98,98.995283986057,101.0,2.0086001717619175
CDK11B,ENSG00000248333,0,0,0,0.2536395324994874,0.09817267879850368,2081,78.66516301004715,2474.0,3.3935752032695876
RP11-345P4.10,ENSG00000272004,0,0,0,0.004305925774041419,0.0018660251971289786,41,99.57965962681976,42.0,1.6334684555795866
SLC35E2B,ENSG00000189339,0,0,0,0.1420955505433668,0.05770243958216254,1257,87.11297929054747,1386.0,3.1420764610732848
RP11-345P4.7,ENSG00000269737,0,0,0,0.002255484929259791,0.0009784416429314742,22,99.77445150707402,22.0,1.3617278360175928
CDK11A,ENSG00000008128,0,0,0,0.2552798851753127,0.09874056966974948,2100,78.47037112979291,2490.0,3.3963737275365067
SLC35E2,ENSG00000215790,0,0,0,0.029013737953660038,0.012421172894250319,276,97.17039163420137,283.0,2.4533183400470375
NADK,ENSG00000008130,0,0,0,0.15665368054131637,0.06320334413382732,1335,86.31330736108264,1528.0,3.1844074854123203
GNB1,ENSG00000078369,0,0,0,0.24410498257125282,0.09485702941240605,1925,80.26450686897682,2381.0,3.3769417571467586
RP1-140A9.1,ENSG00000231050,0,0,0,0.000512610211195407,0.00022256674596849525,5,99.94873897888046,5.0,0.7781512503836436
CALML6,ENSG00000169885,0,0,0,0.0004100881689563256,0.00017806252069994778,4,99.95899118310436,4.0,0.6989700043360189
TMEM52,ENSG00000178821,0,0,0,0.0007176542956735698,0.0003115615171616906,6,99.93848677465655,7.0,0.9030899869919435
CFAP74,ENSG00000142609,0,0,0,0.0004100881689563256,0.00017806252069994778,4,99.95899118310436,4.0,0.6989700043360189
RP11-547D24.1,ENSG00000233542,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
GABRD,ENSG00000187730,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-547D24.3,ENSG00000226969,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
PRKCZ,ENSG00000067606,0,0,0,0.03444740619233135,0.014708414981363035,325,96.66803362722986,336.0,2.5276299008713385
RP5-892K4.1,ENSG00000271806,0,0,0,0.0074841090834529425,0.0032382047964766673,72,99.26184129587861,73.0,1.8692317197309762
RP11-181G12.2,ENSG00000182873,0,0,0,0.0008201763379126512,0.0003560520649549424,8,99.91798236620873,8.0,0.9542425094393249
FAAP20,ENSG00000162585,0,0,0,0.2420545417264712,0.0941406672179775,1975,79.75189665778142,2361.0,3.373279893277496
RP11-181G12.4,ENSG00000234396,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SKI,ENSG00000157933,0,0,0,0.01886405577199098,0.008116241153966483,180,98.15460323969654,184.0,2.2671717284030137
MORN1,ENSG00000116151,0,0,0,0.012097600984211606,0.005222395433618906,116,98.81074431002665,118.0,2.075546961392531
RER1,ENSG00000157916,0,0,0,0.2954685257330326,0.11242686597756385,2311,76.30715603854829,2882.0,3.459844642388208
PEX10,ENSG00000157911,0,0,0,0.040598728726676234,0.0172832909936842,379,96.11441459913883,396.0,2.598790506763115
PLCH2,ENSG00000149527,0,0,0,0.008816895632561,0.0038123471757939664,86,99.1183104367439,86.0,1.9395192526186185
RP3-395M20.2,ENSG00000224387,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP3-395M20.3,ENSG00000229393,0,0,0,0.0,0.0,0,100.0,0.0,0.0
PANK4,ENSG00000157881,0,0,0,0.030346524502768094,0.01298331050096015,290,97.02686077506664,296.0,2.4727564493172123
HES5,ENSG00000197921,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP3-395M20.12,ENSG00000272449,0,0,0,0.02993643633381177,0.012810422567982956,281,97.11913061308182,292.0,2.4668676203541096
RP3-395M20.8,ENSG00000238164,0,0,0,0.023580069714988723,0.010121821082801288,229,97.65224523272504,230.0,2.3636119798921444
TNFRSF14,ENSG00000157873,0,0,0,0.28470371129792904,0.10880297872923599,2230,77.13758458068484,2777.0,3.4437322414015967
RP3-395M20.9,ENSG00000228037,0,0,0,0.01824892351855649,0.007853959626979202,171,98.24687307771171,178.0,2.2528530309798933
FAM213B,ENSG00000157870,0,0,0,0.01845396760303465,0.007941404403657008,178,98.17510764814436,180.0,2.2576785748691846
MMEL1,ENSG00000142606,0,0,0,0.001025220422390814,0.00044501948960348476,10,99.89747795776091,10.0,1.041392685158225
RP13-436F16.1,ENSG00000237058,0,0,0,0.0,0.0,0,100.0,0.0,0.0
TTC34,ENSG00000215912,0,0,0,0.005331146196432233,0.0023091376546119403,52,99.46688538035677,52.0,1.7242758696007892
RP11-740P5.2,ENSG00000233234,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-740P5.3,ENSG00000231630,0,0,0,0.0,0.0,0,100.0,0.0,0.0
ACTRT2,ENSG00000169717,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00982,ENSG00000177133,0,0,0,0.0,0.0,0,100.0,0.0,0.0
PRDM16,ENSG00000142611,0,0,0,0.00030756612671724423,0.00013355373440395,3,99.96924338732828,3.0,0.6020599913279624
RP1-163G9.2,ENSG00000226286,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-22L13.1,ENSG00000272235,0,0,0,0.0,0.0,0,100.0,0.0,0.0
ARHGEF16,ENSG00000130762,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
RP11-168F9.2,ENSG00000272088,0,0,0,0.0,0.0,0,100.0,0.0,0.0
MEGF6,ENSG00000162591,0,0,0,0.0016403526758253025,0.0007118124632255436,16,99.83596473241747,16.0,1.2304489213782739
RP11-46F15.2,ENSG00000238260,0,0,0,0.002050440844781628,0.0008895834366055134,20,99.79495591552183,20.0,1.3222192947339193
TPRG1L,ENSG00000158109,0,0,0,0.03280705351650605,0.014019195266144927,314,96.78080787369284,320.0,2.506505032404872
WRAP73,ENSG00000116213,0,0,0,0.11000615132253434,0.045325385523622086,976,89.99384867746566,1073.0,3.0310042813635367
TP73,ENSG00000078900,0,0,0,0.025322944433053107,0.010860676021315168,231,97.63174082427723,247.0,2.3944516808262164
RP5-1092A11.5,ENSG00000227589,0,0,0,0.001537830633586221,0.0006673583476329068,15,99.84621693664137,15.0,1.2041199826559248
RP5-1092A11.2,ENSG00000235131,0,0,0,0.0,0.0,0,100.0,0.0,0.0
TP73-AS1,ENSG00000227372,0,0,0,0.02942382612261636,0.012594215821892022,281,97.11913061308182,287.0,2.459392487759231
CCDC27,ENSG00000162592,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SMIM1,ENSG00000235169,0,0,0,0.006151322534344884,0.0026633023893491243,59,99.39511995078942,60.0,1.7853298350107671
LRRC47,ENSG00000130764,0,0,0,0.09124461759278245,0.037922114623803654,832,91.47016608570843,890.0,2.949877704036875
RP1-286D6.5,ENSG00000272153,0,0,0,0.0004100881689563256,0.00017806252069994778,4,99.95899118310436,4.0,0.6989700043360189
CEP104,ENSG00000116198,0,0,0,0.10682796801312282,0.04408012462893148,947,90.291162599959,1042.0,3.018284308426531
DFFB,ENSG00000169598,0,0,0,0.014763174082427721,0.006364698219589882,143,98.53393479598114,144.0,2.161368002234975
C1orf174,ENSG00000198912,0,0,0,0.0733032602009432,0.03072244854906646,676,93.0695099446381,715.0,2.8549130223078554
LINC01134,ENSG00000236423,0,0,0,0.024195201968423213,0.010382736970434816,211,97.83678490875538,236.0,2.374748346010104
LINC01346,ENSG00000233304,0,0,0,0.0031781833094115235,0.0013780787384724596,30,99.69243387328277,31.0,1.505149978319906
RP13-614K11.2,ENSG00000226374,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP5-1166F10.1,ENSG00000235054,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP1-37J18.1,ENSG00000227169,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP1-37J18.2,ENSG00000232596,0,0,0,0.0,0.0,0,100.0,0.0,0.0
AJAP1,ENSG00000196581,0,0,0,0.0007176542956735698,0.0003115615171616906,7,99.92823457043264,7.0,0.9030899869919435
RP11-542C10.1,ENSG00000231510,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP1-58B11.1,ENSG00000260972,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-154H17.1,ENSG00000236948,0,0,0,0.0,0.0,0,100.0,0.0,0.0
NPHP4,ENSG00000131697,0,0,0,0.004613491900758663,0.0019990064123257016,44,99.54890301414804,45.0,1.662757831681574
KCNAB2,ENSG00000069424,0,0,0,0.12353906089809309,0.05058817567603157,1068,89.05064588886611,1205.0,3.0813473078041325
CHD5,ENSG00000116254,0,0,0,0.0006151322534344885,0.00026706641114427704,6,99.93848677465655,6.0,0.8450980400142568
RPL22,ENSG00000116251,1,0,1,8.941562435923723,0.9974546443546063,9129,6.407627639942593,87216.0,4.940601144182706
RP1-120G22.11,ENSG00000226944,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
RNF207,ENSG00000158286,0,0,0,0.0031781833094115235,0.0013780787384724596,28,99.71293828173057,31.0,1.505149978319906
ICMT,ENSG00000116237,0,0,0,0.052901373795366004,0.022387692341730703,481,95.06868976830019,516.0,2.7134905430939424
LINC00337,ENSG00000225077,0,0,0,0.0021529628870207095,0.0009340148123568948,21,99.78470371129792,21.0,1.3424226808222062
HES3,ENSG00000173673,0,0,0,0.0,0.0,0,100.0,0.0,0.0
GPR153,ENSG00000158292,0,0,0,0.001230264506868977,0.0005339686925571432,11,99.88722575353701,12.0,1.1139433523068367
ACOT7,ENSG00000097021,0,0,0,0.0468525733032602,0.01988552493667107,393,95.9708837400041,457.0,2.660865478003869
RP1-202O8.3,ENSG00000271746,0,0,0,0.006151322534344884,0.0026633023893491243,59,99.39511995078942,60.0,1.7853298350107671
HES2,ENSG00000069812,0,0,0,0.001230264506868977,0.0005339686925571432,12,99.87697354931309,12.0,1.1139433523068367
ESPN,ENSG00000187017,0,0,0,0.008406807463604674,0.003635768811132067,81,99.16957145786344,82.0,1.919078092376074
RP1-202O8.2,ENSG00000231868,0,0,0,0.0,0.0,0,100.0,0.0,0.0
TNFRSF25,ENSG00000215788,0,0,0,0.0424441254869797,0.018052786290404202,334,96.57576378921469,414.0,2.6180480967120925
PLEKHG5,ENSG00000171680,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
NOL9,ENSG00000162408,0,0,0,0.08570842731187205,0.035713208851937454,754,92.26983801517326,836.0,2.92272545799326
TAS1R1,ENSG00000173662,0,0,0,0.002255484929259791,0.0009784416429314742,21,99.78470371129792,22.0,1.3617278360175928
ZBTB48,ENSG00000204859,0,0,0,0.0496206684437154,0.021032373958679133,466,95.2224728316588,484.0,2.6857417386022635
KLHL21,ENSG00000162413,0,0,0,0.02050440844781628,0.008814885152456818,193,98.02132458478573,200.0,2.303196057420489
PHF13,ENSG00000116273,0,0,0,0.021734672954685258,0.009338131579490573,210,97.84703711297928,212.0,2.3283796034387376
THAP3,ENSG00000041988,0,0,0,0.05987287266762354,0.025253776576124643,553,94.3305310641788,584.0,2.7671558660821804
DNAJC11,ENSG00000007923,0,0,0,0.03537010457248308,0.01509562094461489,326,96.65778142300596,345.0,2.5390760987927767
RP11-242F24.1,ENSG00000228750,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
RP11-312B8.1,ENSG00000237436,0,0,0,0.001742874718064384,0.0007562620289880109,17,99.82571252819356,17.0,1.255272505103306
CAMTA1,ENSG00000171735,0,0,0,0.23159729341808488,0.09046872581829739,1823,81.31023169981546,2259.0,3.3541084391474008
RP11-334N17.1,ENSG00000237365,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP3-453P22.2,ENSG00000237728,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP4-549F15.1,ENSG00000225126,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-338N10.1,ENSG00000270171,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-338N10.2,ENSG00000270035,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
RP11-338N10.3,ENSG00000269978,0,0,0,0.0,0.0,0,100.0,0.0,0.0
VAMP3,ENSG00000049245,0,0,0,0.04787779372565101,0.020310637031992287,450,95.38650809924134,467.0,2.670245853074124
PER3,ENSG00000049246,0,0,0,0.0026655730982161163,0.0011561035320539232,26,99.73344269017839,26.0,1.4313637641589874
RP3-467L1.4,ENSG00000236266,0,0,0,0.0007176542956735698,0.0003115615171616906,7,99.92823457043264,7.0,0.9030899869919435
UTS2,ENSG00000049247,0,0,0,0.002460529013737954,0.0010672816722693042,23,99.76419930285012,24.0,1.3979400086720377
TNFRSF9,ENSG00000049249,0,0,0,0.02327250358827148,0.009991304332937418,130,98.66721345089195,227.0,2.357934847000454
PARK7,ENSG00000116288,0,0,0,1.1369694484314128,0.3297983132391759,5305,45.61205659216731,11090.0,4.044970705292769
ERRFI1,ENSG00000116285,0,0,0,0.001025220422390814,0.00044501948960348476,8,99.91798236620873,10.0,1.041392685158225
RP11-431K24.1,ENSG00000238290,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
RP11-431K24.3,ENSG00000227634,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-431K24.4,ENSG00000233645,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SLC45A1,ENSG00000162426,0,0,0,0.000512610211195407,0.00022256674596849525,5,99.94873897888046,5.0,0.7781512503836436
RERE,ENSG00000142599,0,0,0,0.18597498462169365,0.07407552869490805,1575,83.85277834734468,1814.0,3.258876629372131
RP5-1115A15.1,ENSG00000232912,0,0,0,0.002563051055977035,0.0011116948728912368,25,99.7436948944023,25.0,1.414973347970818
RP4-633I8.4,ENSG00000228423,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
ENO1,ENSG00000074800,0,0,0,1.7857289317203198,0.44493885466314187,5292,45.745335247078124,17418.0,4.241023219159143
ENO1-AS1,ENSG00000230679,0,0,0,0.011174902604059872,0.0048262818680657685,109,98.88250973959401,109.0,2.041392685158225
CA6,ENSG00000131686,0,0,0,0.0006151322534344885,0.00026706641114427704,5,99.94873897888046,6.0,0.8450980400142568
SLC2A7,ENSG00000197241,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SLC2A5,ENSG00000142583,0,0,0,0.21570637687102728,0.0848286947533974,1474,84.8882509739594,2104.0,3.323252100171687
GPR157,ENSG00000180758,0,0,0,0.0033832273938896864,0.0014668370633068616,33,99.66167726061104,33.0,1.5314789170422551
MIR34AHG,ENSG00000228526,0,0,0,0.0027680951404551978,0.0012005076506860393,26,99.73344269017839,27.0,1.4471580313422192
RP3-510D11.2,ENSG00000234546,0,0,0,0.0016403526758253025,0.0007118124632255436,16,99.83596473241747,16.0,1.2304489213782739
RP3-510D11.4,ENSG00000281937,0,0,0,0.0,0.0,0,100.0,0.0,0.0
H6PD,ENSG00000049239,0,0,0,0.06233340168136149,0.02626083669555488,581,94.04346934590937,608.0,2.784617292632875
SPSB1,ENSG00000171621,0,0,0,0.019376665983186384,0.00833468815917734,182,98.13409883124872,189.0,2.278753600952829
RP13-392I16.1,ENSG00000235263,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SLC25A33,ENSG00000171612,0,0,0,0.07473856879229034,0.031302834541003924,681,93.01824892351856,729.0,2.863322860120456
TMEM201,ENSG00000188807,0,0,0,0.016301004716013943,0.007022354922776947,157,98.39040393684643,159.0,2.204119982655925
PIK3CD,ENSG00000171608,0,0,0,0.14517121181053927,0.05887042186006153,1271,86.96944843141276,1416.0,3.1513698502474603
PIK3CD-AS1,ENSG00000179840,0,0,0,0.005228624154193152,0.0022648467482553557,50,99.48738978880459,51.0,1.7160033436347992
PIK3CD-AS2,ENSG00000231789,0,0,0,0.02050440844781628,0.008814885152456818,187,98.08283781012918,200.0,2.303196057420489
CLSTN1,ENSG00000171603,0,0,0,0.22472831658806644,0.08803975915550567,1901,80.51055977035062,2192.0,3.341038631677523
AL357140.1,ENSG00000280113,0,0,0,0.0,0.0,0,100.0,0.0,0.0
CTNNBIP1,ENSG00000178585,0,0,0,0.038445765839655525,0.016383819877746782,359,96.31945868361697,375.0,2.575187844927661
RP11-84A14.5,ENSG00000223989,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LZIC,ENSG00000162441,0,0,0,0.1074431002665573,0.044321421689627154,937,90.39368464219807,1048.0,3.020775488193558
NMNAT1,ENSG00000173614,0,0,0,0.0369079352060693,0.015740198040978166,343,96.4834939511995,360.0,2.5575072019056577
RBP7,ENSG00000162444,0,0,0,0.0,0.0,0,100.0,0.0,0.0
UBE4B,ENSG00000130939,0,0,0,0.05597703506253845,0.02365447344962465,520,94.66885380356777,546.0,2.737987326333431
KIF1B,ENSG00000054523,0,0,0,0.017018659011687514,0.007328920898631092,160,98.35964732417469,166.0,2.2227164711475833
PGD,ENSG00000142657,0,0,0,0.045724830838630305,0.01941742050637,419,95.70432643018249,446.0,2.6503075231319366
RP4-736L20.3,ENSG00000271989,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
APITD1-CORT,ENSG00000251503,0,0,0,0.0008201763379126512,0.0003560520649549424,8,99.91798236620873,8.0,0.9542425094393249
APITD1,ENSG00000175279,0,0,0,0.02614312077096576,0.011207937994362581,245,97.4882099651425,255.0,2.4082399653118496
CORT,ENSG00000241563,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
DFFA,ENSG00000160049,0,0,0,0.18453967603034652,0.07354961194984638,1511,84.5089194176748,1800.0,3.2555137128195333
RP5-1113E3.3,ENSG00000203469,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
PEX14,ENSG00000142655,0,0,0,0.038445765839655525,0.016383819877746782,364,96.26819766249743,375.0,2.575187844927661
CASZ1,ENSG00000130940,0,0,0,0.015480828378101292,0.006671728619018386,149,98.47242157063769,151.0,2.1818435879447726
RP4-734G22.3,ENSG00000272078,0,0,0,0.0008201763379126512,0.0003560520649549424,8,99.91798236620873,8.0,0.9542425094393249
C1orf127,ENSG00000175262,0,0,0,0.0,0.0,0,100.0,0.0,0.0
TARDBP,ENSG00000120948,0,0,0,0.23518556489645273,0.09173220760107781,1951,79.99794955915522,2294.0,3.36078268987328
