Symbol,ID,is_feature_control,is_feature_control_mitochondrial,is_feature_control_ribosomal,mean_counts,log10_mean_counts,n_cells_by_counts,pct_dropout_by_counts,total_counts,log10_total_counts
RP11-476H16.1,ENSG00000277020,0,0,0,0.0004100881689563256,0.00017806252069994778,4,99.95899118310436,4.0,0.6989700043360189
IFT88,ENSG00000032742,0,0,0,0.056797211400451096,0.023991658623319617,520,94.66885380356777,554.0,2.7442929831226763
RP11-172H24.4,ENSG00000278291,0,0,0,0.0013327865491080582,0.0005784364632306187,13,99.86672134508919,13.0,1.146128035678238
IL17D,ENSG00000172458,0,0,0,0.0006151322534344885,0.00026706641114427704,6,99.93848677465655,6.0,0.8450980400142568
N6AMT2,ENSG00000150456,0,0,0,0.05044084478162805,0.02137160028477476,461,95.27373385277835,492.0,2.69284691927723
XPO4,ENSG00000132953,0,0,0,0.06469140865286037,0.027223749615570354,606,93.78716424031167,631.0,2.800717078282385
LATS2,ENSG00000150457,0,0,0,0.001025220422390814,0.00044501948960348476,10,99.89747795776091,10.0,1.041392685158225
LATS2-AS1,ENSG00000233851,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
SAP18,ENSG00000150459,0,0,0,0.8657986467090425,0.27086477373977413,4959,49.15931925363953,8445.0,3.9266510770888887
SKA3,ENSG00000165480,0,0,0,0.013225343448841501,0.005706044109363069,105,98.92351855648964,129.0,2.113943352306837
MRPL57,ENSG00000173141,0,0,0,0.4977445150707402,0.17543773782416336,3285,66.32150912446176,4855.0,3.686278678067201
LINC01046,ENSG00000233405,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00539,ENSG00000224429,0,0,0,0.003280705351650605,0.0014224601683719054,30,99.69243387328277,32.0,1.5185139398778875
ZDHHC20,ENSG00000180776,0,0,0,0.06253844576583965,0.026344653058239638,580,94.05372155013328,610.0,2.786041210242554
MICU2,ENSG00000165487,0,0,0,0.18864055771990978,0.0750505447792053,1524,84.375640762764,1840.0,3.2650537885040145
FGF9,ENSG00000102678,0,0,0,0.0023580069714988724,0.001022863929259068,23,99.76419930285012,23.0,1.380211241711606
LINC00424,ENSG00000226722,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00540,ENSG00000276476,0,0,0,0.000512610211195407,0.00022256674596849525,5,99.94873897888046,5.0,0.7781512503836436
AL354828.1,ENSG00000279282,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
AL354828.2,ENSG00000280175,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00621,ENSG00000262619,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
RP11-124N19.3,ENSG00000262198,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-124N19.4,ENSG00000283075,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00362,ENSG00000229483,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SGCG,ENSG00000102683,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SACS,ENSG00000151835,0,0,0,0.02932130408037728,0.012550961553452993,274,97.19089604264917,286.0,2.4578818967339924
SACS-AS1,ENSG00000229558,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00327,ENSG00000232977,0,0,0,0.00030756612671724423,0.00013355373440395,3,99.96924338732828,3.0,0.6020599913279624
LINC00352,ENSG00000227893,0,0,0,0.0,0.0,0,100.0,0.0,0.0
TNFRSF19,ENSG00000127863,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
MIPEP,ENSG00000027001,0,0,0,0.030961656756202584,0.013242513422353793,294,96.98585195817101,302.0,2.481442628502305
C1QTNF9B-AS1,ENSG00000205861,0,0,0,0.001025220422390814,0.00044501948960348476,10,99.89747795776091,10.0,1.041392685158225
C1QTNF9B,ENSG00000205863,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-307N16.6,ENSG00000273167,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
SPATA13,ENSG00000182957,0,0,0,0.07361082632766044,0.03084688228715187,648,93.35657166290753,718.0,2.8567288903828825
SPATA13-1,ENSG00000228741,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SPATA13-AS1,ENSG00000227213,0,0,0,0.00030756612671724423,0.00013355373440395,2,99.97949559155218,3.0,0.6020599913279624
C1QTNF9,ENSG00000240654,0,0,0,0.0,0.0,0,100.0,0.0,0.0
C1QTNF9-AS1,ENSG00000240868,0,0,0,0.0,0.0,0,100.0,0.0,0.0
C1QTNF9B-AS1-1,ENSG00000281899,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00566,ENSG00000261498,0,0,0,0.0,0.0,0,100.0,0.0,0.0
PARP4,ENSG00000102699,0,0,0,0.09585810949354111,0.0397543258151305,854,91.24461759278245,935.0,2.971275848738105
ATP12A,ENSG00000075673,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RNF17,ENSG00000132972,0,0,0,0.0004100881689563256,0.00017806252069994778,4,99.95899118310436,4.0,0.6989700043360189
CENPJ,ENSG00000151849,0,0,0,0.044084478162805,0.01873563939005142,385,96.05290137379536,430.0,2.6344772701607315
PABPC3,ENSG00000151846,0,0,0,0.014353085913471396,0.006189154772614841,138,98.58519581710068,140.0,2.1492191126553797
AMER2,ENSG00000165566,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
LINC00463,ENSG00000234056,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC01053,ENSG00000238169,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC01076,ENSG00000225105,0,0,0,0.0,0.0,0,100.0,0.0,0.0
MTMR6,ENSG00000139505,0,0,0,0.07043264301824892,0.029559344506834447,632,93.52060693049006,687.0,2.837588438235511
RP11-271M24.2,ENSG00000260509,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
NUP58,ENSG00000139496,0,0,0,0.12538445765839656,0.051300912950722366,1096,88.76358417059667,1223.0,3.087781417809542
ATP8A2,ENSG00000132932,0,0,0,0.0054336682386713145,0.0023534240444839033,51,99.47713758458069,53.0,1.7323937598229686
SHISA2,ENSG00000180730,0,0,0,0.0023580069714988724,0.001022863929259068,20,99.79495591552183,23.0,1.380211241711606
LINC00415,ENSG00000231983,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RNF6,ENSG00000127870,0,0,0,0.09842116054951815,0.040768890781293074,897,90.80377281115439,960.0,2.9827233876685453
RP11-380N8.7,ENSG00000277368,0,0,0,0.004613491900758663,0.0019990064123257016,44,99.54890301414804,45.0,1.662757831681574
CDK8,ENSG00000132964,0,0,0,0.01906909985646914,0.00820363314176577,184,98.1135944228009,186.0,2.271841606536499
WASF3,ENSG00000132970,0,0,0,0.009124461759278245,0.003944733850162616,85,99.12856264096781,89.0,1.9542425094393248
WASF3-AS1,ENSG00000237001,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
GPR12,ENSG00000132975,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
USP12,ENSG00000152484,0,0,0,0.30736108263276607,0.11639555279648964,2093,78.54213655936026,2998.0,3.476976465759527
USP12-AS1,ENSG00000232162,0,0,0,0.0,0.0,0,100.0,0.0,0.0
USP12-AS2,ENSG00000230641,0,0,0,0.006151322534344884,0.0026633023893491243,60,99.3848677465655,60.0,1.7853298350107671
RP11-428O18.6,ENSG00000275294,0,0,0,0.0004100881689563256,0.00017806252069994778,4,99.95899118310436,4.0,0.6989700043360189
LINC00412,ENSG00000234772,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RPL21,ENSG00000122026,1,0,1,52.95089194176748,1.7319986290409077,9506,2.54254664752922,516483.0,5.713056872187991
RASL11A,ENSG00000122035,0,0,0,0.08253024400246053,0.03444003862345923,682,93.00799671929465,805.0,2.906335041805091
LINC01079,ENSG00000229609,0,0,0,0.0,0.0,0,100.0,0.0,0.0
GTF3A,ENSG00000122034,0,0,0,0.7478982981340988,0.24251615950884528,4234,56.592167315972944,7295.0,3.86308482532036
MTIF3,ENSG00000122033,0,0,0,0.2712733237646094,0.10423893390668756,2129,78.17305720729956,2646.0,3.422753941301348
LNX2,ENSG00000139517,0,0,0,0.01968423210990363,0.008465703640658582,185,98.103342218577,192.0,2.285557309007774
POLR1D,ENSG00000186184,0,0,0,0.7031986877178593,0.2312653138147706,4200,56.94074225958581,6859.0,3.8363241157067516
RP11-87C7.3,ENSG00000273552,0,0,0,0.0,0.0,0,100.0,0.0,0.0
GSX1,ENSG00000169840,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
PDX1-AS1,ENSG00000247381,0,0,0,0.0,0.0,0,100.0,0.0,0.0
PDX1,ENSG00000139515,0,0,0,0.0,0.0,0,100.0,0.0,0.0
ATP5EP2,ENSG00000180389,0,0,0,0.05105597703506254,0.021625846256658855,471,95.17121181053926,498.0,2.6981005456233897
LINC00543,ENSG00000260704,0,0,0,0.0,0.0,0,100.0,0.0,0.0
CDX2,ENSG00000165556,0,0,0,0.0,0.0,0,100.0,0.0,0.0
URAD,ENSG00000183463,0,0,0,0.0,0.0,0,100.0,0.0,0.0
FLT3,ENSG00000122025,0,0,0,0.0014353085913471396,0.0006228996812785697,14,99.85646914086529,14.0,1.1760912590556813
PAN3-AS1,ENSG00000261485,0,0,0,0.006766454787779373,0.0029287365314020963,66,99.32335452122206,66.0,1.8260748027008264
PAN3,ENSG00000152520,0,0,0,0.13307361082632765,0.05425812498892625,1171,87.99466885380357,1298.0,3.1136091510730277
FLT1,ENSG00000102755,0,0,0,0.005741234365388558,0.0024862561244010234,52,99.46688538035677,56.0,1.7558748556724915
POMP,ENSG00000132963,0,0,0,0.8857904449456633,0.27549343089327705,4493,53.93684642198073,8640.0,3.936564005135266
SLC46A3,ENSG00000139508,0,0,0,0.0678695919622719,0.02851821996856918,626,93.58212015583351,662.0,2.821513528404773
MTUS2,ENSG00000132938,0,0,0,0.004203403731802337,0.001821689075207662,40,99.58991183104368,41.0,1.6232492903979006
MTUS2-AS2,ENSG00000236758,0,0,0,0.0,0.0,0,100.0,0.0,0.0
MTUS2-AS1,ENSG00000179141,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
SLC7A1,ENSG00000139514,0,0,0,0.04972319048595448,0.021074791742753785,446,95.42751691613697,485.0,2.6866362692622934
UBL3,ENSG00000122042,0,0,0,0.07248308386303055,0.030390450840091465,669,93.14127537420546,707.0,2.850033257689769
LINC00297,ENSG00000224329,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00572,ENSG00000224405,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00544,ENSG00000122043,0,0,0,0.0007176542956735698,0.0003115615171616906,7,99.92823457043264,7.0,0.9030899869919435
RP11-629E24.2,ENSG00000266505,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00365,ENSG00000224511,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00384,ENSG00000232117,0,0,0,0.003485749436128768,0.0015112094242040132,31,99.68218166905885,34.0,1.5440680443502757
LINC00385,ENSG00000232643,0,0,0,0.0,0.0,0,100.0,0.0,0.0
KATNAL1,ENSG00000102781,0,0,0,0.07309821611646504,0.030639472912225765,633,93.51035472626614,713.0,2.8536982117761744
LINC00427,ENSG00000236463,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
LINC00426,ENSG00000238121,0,0,0,0.1074431002665573,0.044321421689627154,918,90.58847652245232,1048.0,3.020775488193558
LINC01058,ENSG00000225039,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
HMGB1,ENSG00000189403,0,0,0,4.944843141275374,0.7741403999509644,8593,11.902809103957345,48232.0,4.683344275044969
USPL1,ENSG00000132952,0,0,0,0.0678695919622719,0.02851821996856918,625,93.59237236005741,662.0,2.821513528404773
ALOX5AP,ENSG00000132965,0,0,0,1.3318638507279066,0.3677031899104265,5610,42.48513430387534,12991.0,4.1136760118971
LINC00398,ENSG00000237879,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
TEX26-AS1,ENSG00000224743,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
LINC00545,ENSG00000236094,0,0,0,0.0004100881689563256,0.00017806252069994778,4,99.95899118310436,4.0,0.6989700043360189
MEDAG,ENSG00000102802,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
TEX26,ENSG00000175664,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-252M21.6,ENSG00000238185,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC01066,ENSG00000230403,0,0,0,0.0,0.0,0,100.0,0.0,0.0
HSPH1,ENSG00000120694,0,0,0,0.3302234980520812,0.1239246152649479,2246,76.97354931310232,3221.0,3.5081255360831993
B3GLCT,ENSG00000187676,0,0,0,0.05997539470986262,0.025295784070658824,522,94.64834939511995,585.0,2.767897616018091
RP11-326L9.1,ENSG00000278305,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RXFP2,ENSG00000133105,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC01073,ENSG00000235822,0,0,0,0.0,0.0,0,100.0,0.0,0.0
FRY-AS1,ENSG00000237637,0,0,0,0.0029731392249333606,0.001289302270071843,27,99.72319048595449,29.0,1.4771212547196624
FRY,ENSG00000073910,0,0,0,0.0077916752101701865,0.0033707665765880615,72,99.26184129587861,76.0,1.8864907251724818
ZAR1L,ENSG00000189167,0,0,0,0.0,0.0,0,100.0,0.0,0.0
BRCA2,ENSG00000139618,0,0,0,0.10549518146401476,0.04355685395394586,742,92.39286446586016,1029.0,3.012837224705172
N4BP2L1,ENSG00000139597,0,0,0,0.14701660857084273,0.05956970644394207,1279,86.88743079762149,1434.0,3.156851901070011
N4BP2L2,ENSG00000244754,0,0,0,1.3811769530449047,0.3767916704470512,6960,28.64465860159935,13472.0,4.129464309782377
PDS5B,ENSG00000083642,0,0,0,0.20535165060488006,0.08111376694221749,1699,82.58150502358006,2003.0,3.301897717195208
RP11-380B4.3,ENSG00000277151,0,0,0,0.001537830633586221,0.0006673583476329068,15,99.84621693664137,15.0,1.2041199826559248
LINC00423,ENSG00000226968,0,0,0,0.00030756612671724423,0.00013355373440395,3,99.96924338732828,3.0,0.6020599913279624
KL,ENSG00000133116,0,0,0,0.0,0.0,0,100.0,0.0,0.0
STARD13,ENSG00000133121,0,0,0,0.002460529013737954,0.0010672816722693042,24,99.7539470986262,24.0,1.3979400086720377
RP11-141M1.1,ENSG00000227911,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-141M1.3,ENSG00000230490,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
RP11-37L2.1,ENSG00000234535,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-179A7.2,ENSG00000232986,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RFC3,ENSG00000133119,0,0,0,0.05115849907730162,0.021668206118375253,410,95.79659626819766,499.0,2.6989700043360187
RP11-16D22.2,ENSG00000271850,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00457,ENSG00000225179,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-266E6.3,ENSG00000271901,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-307O13.1,ENSG00000261728,0,0,0,0.0,0.0,0,100.0,0.0,0.0
NBEA,ENSG00000172915,0,0,0,0.021529628870207096,0.0092509676089214,195,98.00082017633791,210.0,2.3242824552976926
MAB21L1,ENSG00000180660,0,0,0,0.001025220422390814,0.00044501948960348476,10,99.89747795776091,10.0,1.041392685158225
LINC00445,ENSG00000236036,0,0,0,0.0,0.0,0,100.0,0.0,0.0
DCLK1,ENSG00000133083,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SOHLH2,ENSG00000120669,0,0,0,0.0,0.0,0,100.0,0.0,0.0
CCDC169-SOHLH2,ENSG00000250709,0,0,0,0.0,0.0,0,100.0,0.0,0.0
CCDC169,ENSG00000242715,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
SPG20,ENSG00000133104,0,0,0,0.011482468730777117,0.004958359870574881,108,98.89276194381792,112.0,2.05307844348342
SPG20-AS1,ENSG00000120664,0,0,0,0.0,0.0,0,100.0,0.0,0.0
CCNA1,ENSG00000133101,0,0,0,0.0004100881689563256,0.00017806252069994778,4,99.95899118310436,4.0,0.6989700043360189
SERTM1,ENSG00000180440,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RFXAP,ENSG00000133111,0,0,0,0.07125281935616158,0.029891977922351227,644,93.39758047980315,695.0,2.842609239610562
SMAD9,ENSG00000120693,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
ALG5,ENSG00000120697,0,0,0,0.1295878613901989,0.05292001678175504,1152,88.18946073405782,1264.0,3.1020905255118367
EXOSC8,ENSG00000120699,0,0,0,0.24994873897888045,0.09689220273997773,1976,79.74164445355751,2438.0,3.3872118003137306
SUPT20H,ENSG00000102710,0,0,0,0.19530449046545006,0.07747855104512956,1682,82.7557924953865,1905.0,3.2801228963023075
AL138706.2,ENSG00000279238,0,0,0,0.0,0.0,0,100.0,0.0,0.0
CSNK1A1L,ENSG00000180138,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
LINC01048,ENSG00000230390,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00547,ENSG00000275226,0,0,0,0.0,0.0,0,100.0,0.0,0.0
POSTN,ENSG00000133110,0,0,0,0.0,0.0,0,100.0,0.0,0.0
TRPC4,ENSG00000133107,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-93G5.1,ENSG00000274317,0,0,0,0.001742874718064384,0.0007562620289880109,17,99.82571252819356,17.0,1.255272505103306
LINC00571,ENSG00000223685,0,0,0,0.0006151322534344885,0.00026706641114427704,6,99.93848677465655,6.0,0.8450980400142568
UFM1,ENSG00000120686,0,0,0,0.26706992003280705,0.10280058098176423,2179,77.66044699610416,2605.0,3.415974411376566
LINC00437,ENSG00000236354,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00366,ENSG00000229437,0,0,0,0.0,0.0,0,100.0,0.0,0.0
FREM2,ENSG00000150893,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
FREM2-AS1,ENSG00000225350,0,0,0,0.0,0.0,0,100.0,0.0,0.0
STOML3,ENSG00000133115,0,0,0,0.0,0.0,0,100.0,0.0,0.0
PROSER1,ENSG00000120685,0,0,0,0.045827352880869386,0.01945999630973766,429,95.60180438794342,447.0,2.651278013998144
NHLRC3,ENSG00000188811,0,0,0,0.34057822431822843,0.12729216065278387,2652,72.81115439819561,3322.0,3.521530341278711
RP11-50D16.4,ENSG00000273507,0,0,0,0.00030756612671724423,0.00013355373440395,3,99.96924338732828,3.0,0.6020599913279624
LHFP,ENSG00000183722,0,0,0,0.0055361902809103955,0.0023977059187922727,42,99.56940742259586,54.0,1.7403626894942439
COG6,ENSG00000133103,0,0,0,0.03393479598113595,0.014493151293236748,320,96.71929464834939,331.0,2.5211380837040362
RP11-427J23.1,ENSG00000275149,0,0,0,0.006048800492105803,0.002619047589096526,54,99.44638097190897,59.0,1.7781512503836436
LINC00332,ENSG00000230710,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
LINC00548,ENSG00000278772,0,0,0,0.0007176542956735698,0.0003115615171616906,7,99.92823457043264,7.0,0.9030899869919435
RP11-172E9.2,ENSG00000230058,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00598,ENSG00000215483,0,0,0,0.0006151322534344885,0.00026706641114427704,6,99.93848677465655,6.0,0.8450980400142568
FOXO1,ENSG00000150907,0,0,0,0.2160139429977445,0.08493855465075038,1740,82.16116465039984,2107.0,3.323870606540509
MRPS31,ENSG00000102738,0,0,0,0.2716834119335657,0.1043790063097413,2099,78.48062333401683,2650.0,3.4234097277330933
SLC25A15,ENSG00000102743,0,0,0,0.009739594012712733,0.0042093861934550105,94,99.03629280295263,95.0,1.9822712330395684
ELF1,ENSG00000120690,0,0,0,0.8623128972729137,0.270052650943186,4752,51.28152552798853,8411.0,3.9248992640142837
WBP4,ENSG00000120688,0,0,0,0.11492720935001025,0.047246514371127396,976,89.99384867746566,1121.0,3.0499928569201424
KBTBD6,ENSG00000165572,0,0,0,0.02706581915111749,0.011598276097947998,250,97.43694894402296,264.0,2.423245873936808
RP11-74J13.8,ENSG00000278390,0,0,0,0.004921058027475908,0.002131946921063288,46,99.52839860570023,48.0,1.6901960800285136
KBTBD7,ENSG00000120696,0,0,0,0.029731392249333608,0.012723952785337306,278,97.14988722575355,290.0,2.4638929889859074
MTRF1,ENSG00000120662,0,0,0,0.04869797006356367,0.020650427353015293,457,95.31474266967398,475.0,2.677606952720493
NAA16,ENSG00000172766,0,0,0,0.13317613286856675,0.05429741876700355,1142,88.2919827762969,1299.0,3.113943352306837
RGCC,ENSG00000102760,0,0,0,0.37625589501742873,0.13869919222907748,2144,78.01927414394095,3670.0,3.564784384503987
VWA8,ENSG00000102763,0,0,0,0.031166700840680746,0.013328880029360819,289,97.03711297929055,304.0,2.484299839346786
VWA8-AS1,ENSG00000278338,0,0,0,0.000512610211195407,0.00022256674596849525,5,99.94873897888046,5.0,0.7781512503836436
DGKH,ENSG00000102780,0,0,0,0.028398605700225548,0.012161479156053742,258,97.35493131023169,277.0,2.444044795918076
RP11-187A9.3,ENSG00000231530,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
AKAP11,ENSG00000023516,0,0,0,0.12651220012302644,0.051735899492976835,1129,88.42526143120772,1234.0,3.0916669575956846
TNFSF11,ENSG00000120659,0,0,0,0.0014353085913471396,0.0006228996812785697,14,99.85646914086529,14.0,1.1760912590556813
FAM216B,ENSG00000179813,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC01050,ENSG00000271216,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00428,ENSG00000229546,0,0,0,0.0,0.0,0,100.0,0.0,0.0
EPSTI1,ENSG00000133106,0,0,0,0.12107853188435513,0.049636036118108295,992,89.82981340988312,1181.0,3.0726174765452368
DNAJC15,ENSG00000120675,0,0,0,0.5670494156243593,0.19508269180656013,3485,64.27106827968014,5531.0,3.742882171437273
LINC00400,ENSG00000229928,0,0,0,0.0008201763379126512,0.0003560520649549424,8,99.91798236620873,8.0,0.9542425094393249
ENOX1,ENSG00000120658,0,0,0,0.001025220422390814,0.00044501948960348476,9,99.90773016198483,10.0,1.041392685158225
ENOX1-AS2,ENSG00000238189,0,0,0,0.0,0.0,0,100.0,0.0,0.0
ENOX1-AS1,ENSG00000233821,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
RP11-168P13.1,ENSG00000270522,0,0,0,0.0,0.0,0,100.0,0.0,0.0
CCDC122,ENSG00000151773,0,0,0,0.09298749231084683,0.038615192094751914,780,92.00328070535166,907.0,2.958085848521085
LACC1,ENSG00000179630,0,0,0,0.017633791265122,0.0075915196057570866,162,98.33914291572688,172.0,2.2380461031287955
RP11-65B7.2,ENSG00000281883,0,0,0,0.000512610211195407,0.00022256674596849525,5,99.94873897888046,5.0,0.7781512503836436
LINC00284,ENSG00000233725,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00390,ENSG00000226519,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SMIM2-AS1,ENSG00000227258,0,0,0,0.0002050440844781628,8.904038614543342e-05,2,99.97949559155218,2.0,0.47712125471966244
SMIM2,ENSG00000139656,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-478K15.7,ENSG00000276854,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-478K15.6,ENSG00000230731,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
RP11-269C23.5,ENSG00000277831,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SERP2,ENSG00000151778,0,0,0,0.006253844576583965,0.00270755268047753,56,99.42587656346114,61.0,1.792391689498254
TUSC8,ENSG00000237361,0,0,0,0.0,0.0,0,100.0,0.0,0.0
TSC22D1,ENSG00000102804,0,0,0,0.028091039573508305,0.012031574030631393,242,97.51896657781423,274.0,2.439332693830263
TSC22D1-AS1,ENSG00000278156,0,0,0,0.005023580069714989,0.0021762513824027134,48,99.50789419725241,49.0,1.6989700043360187
LINC00407,ENSG00000237585,0,0,0,0.0,0.0,0,100.0,0.0,0.0
RP11-442J21.2,ENSG00000276527,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC00330,ENSG00000235097,0,0,0,0.0001025220422390814,4.4522474989331306e-05,1,99.9897477957761,1.0,0.3010299956639812
NUFIP1,ENSG00000083635,0,0,0,0.06315357801927414,0.026596005133493476,561,94.24851343038753,616.0,2.7902851640332416
RP11-321C24.1,ENSG00000223732,0,0,0,0.0,0.0,0,100.0,0.0,0.0
GPALPP1,ENSG00000133114,0,0,0,0.13071560385482878,0.053353385466595925,1139,88.32273938896863,1275.0,3.1058506743851435
GTF2F2,ENSG00000188342,0,0,0,0.16936641377896247,0.06795061599353927,1442,85.21632150912446,1652.0,3.2182728535714475
KCTD4,ENSG00000180332,0,0,0,0.0,0.0,0,100.0,0.0,0.0
TPT1,ENSG00000133112,0,0,0,16.718371949969242,1.2484238142989235,9455,3.065409062948532,163071.0,5.2123793976472
RP11-290D2.6,ENSG00000273149,0,0,0,0.001537830633586221,0.0006673583476329068,15,99.84621693664137,15.0,1.2041199826559248
TPT1-AS1,ENSG00000170919,0,0,0,0.10047160139429978,0.041578839695469154,894,90.83452942382613,980.0,2.9916690073799486
RP11-290D2.3,ENSG00000228886,0,0,0,0.0014353085913471396,0.0006228996812785697,14,99.85646914086529,14.0,1.1760912590556813
SLC25A30,ENSG00000174032,0,0,0,0.005741234365388558,0.0024862561244010234,55,99.43612876768505,56.0,1.7558748556724915
SLC25A30-AS1,ENSG00000251015,0,0,0,0.0007176542956735698,0.0003115615171616906,7,99.92823457043264,7.0,0.9030899869919435
COG3,ENSG00000136152,0,0,0,0.04592987492310847,0.019502567939620602,437,95.51978675415215,448.0,2.6522463410033232
ERICH6B,ENSG00000165837,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LINC01055,ENSG00000235366,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SPERT,ENSG00000174015,0,0,0,0.0,0.0,0,100.0,0.0,0.0
SIAH3,ENSG00000215475,0,0,0,0.000512610211195407,0.00022256674596849525,5,99.94873897888046,5.0,0.7781512503836436
ZC3H13,ENSG00000123200,0,0,0,0.5178388353496002,0.18122566046977046,3467,64.45560795571048,5051.0,3.703463341883293
CPB2-AS1,ENSG00000235903,0,0,0,0.0027680951404551978,0.0012005076506860393,26,99.73344269017839,27.0,1.4471580313422192
CPB2,ENSG00000080618,0,0,0,0.0,0.0,0,100.0,0.0,0.0
LCP1,ENSG00000136167,0,0,0,1.1344063973754357,0.3292771139328037,4963,49.1183104367439,11065.0,4.043990665878134
